image_id,original_captions,generated_caption
3116731299_6139b25c18.jpg,એક નાનો કૂતરો તેના મોંમાં એક નાની લાકડી રાખે છે. | એક નાનો કૂતરો તેના મોંમાં એક નાનકડી ડાળી લઈને આવે છે. | એક નાનો કૂતરો નાની લાકડી લાવી રહ્યો છે. | એક નાનો કૂતરો મોંમાં લાકડી લઈને આવે છે. | એક નાનો કૂતરો લીલા ઘાસ પર મોઢામાં લાકડી લઈને ચાલી રહ્યો છે.,એક નાનો ભૂરો કૂતરો લીલા ઘાસ પર દોડી રહ્યો છે.
3683592946_262e9bfbfd.jpg,એક પક્ષી તેના છ બાળકોની બાજુમાં ખડક પર ઊભું છે. | બાળક બતકના જૂથ સાથે કેટલાક ખડકો સાથે ચાલતી મમ્મી બતક. | એક પુખ્ત બતક નજીકમાં સાત બતક બતક સાથે ખડક પર ઊભું છે. | માતા પક્ષી તેના બાળકોને જુએ છે. | ત્યાં એક ઉગાડવામાં આવેલ બતક અને અનેક બતક બતક છે.,એક પક્ષી તેની પાછળ ઊભું છે.
424869823_7aec015d87.jpg,એક નાની છોકરી તેનો હાથ પકડી રાખે છે જેથી તેના હાથમાં મેઘધનુષ્ય સમાપ્ત થાય તેવું લાગે. | મેઘધનુષ્યની સામે એક યુવાન છોકરી. | આકાશમાં મેઘધનુષ્ય સાથે પોઝ આપતી છોકરીઓ. | છોકરીએ વાદળી રંગનો પોશાક પહેર્યો છે અને તેનો હાથ મેઘધનુષ્ય તરફ પકડ્યો છે. | યુવાન છોકરી મેઘધનુષ્યને સ્પર્શ કરવા માટે નીચે ઝૂકી ગઈ.,વાદળી શર્ટ અને વાદળી જીન્સ પહેરેલી એક મહિલા તેના હાથ પકડી રાખે છે.
1105959054_9c3a738096.jpg,એક બાળક ચિત્ર દોરે છે. | એક કલાકાર કેનવાસ પર વાદળોને રંગે છે. | એક યુવાન છોકરી ચિત્ર દોરે છે. | વેણી સાથેની એક યુવતી દિવાલ પર સફેદ કાગળ પર પાણીના રંગોથી પેઇન્ટિંગ કરી રહી છે. | બાળક મોટા કાગળ પર પાણીના રંગોથી રંગ કરે છે.,એક બાળક બહાર ચઢી રહ્યું છે.
2158247955_484f0a1f11.jpg,ત્રણ કૂતરા બરફીલા પાટા પરથી નીચે દોડી રહ્યા છે. | ત્રણ કૂતરા ટાયર ટ્રેક સાથે બરફ પર દોડી રહ્યા છે. | ત્રણ કૂતરા નીચા કાપેલા મેદાનમાંથી બરફની ચાલ સાથે દિશા તરફ વળે છે. | ત્રણ કૂતરા બરફમાં દોડે છે. | બરફમાં ટાયર ટ્રેક પર દોડતા ત્રણ કૂતરા.,ત્રણ કૂતરા બરફમાંથી દોડી રહ્યા છે.
2286823363_7d554ea740.jpg,એક નાનો છોકરો એક ખુરશી પરથી બીજી ખુરશી પર કૂદી રહ્યો છે. | એક નાનો છોકરો એક કાળી ખુરશી પરથી બીજી ખુરશી પર કૂદી રહ્યો છે. | એક નાનો છોકરો એક ખુરશી પરથી બીજી ખુરશી પર કૂદી રહ્યો છે. | એક યુવાન છોકરો તેના ઘરમાં એક ખુરશી પરથી બીજી ખુરશી પર કૂદી રહ્યો છે | એક નાનો છોકરો ખુરશી પરથી ખુરશી પર કૂદી રહ્યો છે.,એક છોકરો પલંગ પર કૂદી રહ્યો છે.
2845691057_d4ab89d889.jpg,એક સોનેરી સ્ત્રી રેસ કાર ડ્રાઇવર પર છત્ર ધરાવે છે. | સ્ટોકકાર રેસમાં વરસાદમાં બહાર એક યુગલ જેમાં તે રેસ કરી રહ્યો છે. | એક પુરુષ રેસ કારમાં એક મહિલા પાસે છત્રી સાથે બેઠો છે. | રેસ કારમાં એક વ્યક્તિ ઉપર છત્ર પકડેલી એક મહિલા. | રેસ કાર ડ્રાઈવર ઉપર છત્રી પકડેલી મહિલા.,એક સોનેરી સ્ત્રી રેસ કાર પર સવારી કરે છે.
842960985_91daf0d6ec.jpg,"ન રંગેલું ઊની કાપડ ટ્રેન્ચ કોટમાં એક માણસ વરસાદમાં ચાલી રહ્યો છે. | ટેન ટ્રેન્ચ કોટ અને વાદળી જીન્સ પહેરેલો એક માણસ તેના માથા પર કાળી છત્રી રાખીને ચાલે છે. | ખાઈ કોટમાં એક માણસ છત્રી સાથે ચાલી રહ્યો છે. | સફેદ વાળ, લાંબો ટ્રેન્ચ કોટ અને છત્રી ધરાવતો એક માણસ પાર્કિંગ મીટર પરથી પસાર થઈ રહ્યો છે. | અંધકારમય શેરીમાં છત્રી સાથે ચાલતો માણસ.",એક માણસ અને એક છોકરી શેરીમાં ચાલી રહ્યા છે.
3365602213_dd3287a633.jpg,એક બાળક દોરડાના કોર્સ પર ચઢી રહ્યું છે. | દોરડાના ઉપકરણ પર ચડતી નાની છોકરી. | દોરડાની સીડી ચડતી એક યુવાન છોકરી | બાળકો જંગલ જીમમાં ચઢી જાય છે. | યુવાન છોકરી અને છોકરો દોરડાનો પુલ પાર કરે છે,એક બાળક ઝાડ પર ચઢી રહ્યું છે.
2259203920_6b93b721ce.jpg,શિયાળ ટેરિયર બોલ પછી કૂદકો મારે છે. | કાબૂમાં રહેલો એક નાનો કૂતરો ગુલાબી બોલ તરફ કૂદકો મારે છે | લાલ બોલનો પીછો કરતો ટેરિયર. | એક સફેદ અને ભૂરો કૂતરો લાલ બોલ તરફ કૂદકો મારે છે. | લાલ બોલ પછી કૂદકો મારતો નાનો સફેદ કૂતરો.,એક કૂતરો ઘાસ પર કૂદી રહ્યો છે.
3242263536_a436f19257.jpg,રોલરબ્લેડ પર એક માણસ યુક્તિ કરી રહ્યો છે. | અંધારામાં અડધા પાઇપ પર સ્કેટબોર્ડ પર સવારી કરતો એક માણસ. | રોલરસ્કેટર અડધા પાઇપ પર યુક્તિઓ કરે છે. | સ્કેટબોર્ડર રેમ્પ પર યુક્તિ કરે છે. | કાળા સપાટી પર ગ્રે અને સફેદ પટ્ટાવાળી શર્ટ અને કાળું પેન્ટ સ્કેટબોર્ડિંગ પહેરેલો એક વ્યક્તિ છે.,એક માણસ યુક્તિ કરી રહ્યો છે.
2630507245_bea4804288.jpg,રેસ દરમિયાન ઝડપી દોડતી ગ્રેહાઉન્ડ. | એક ગ્રેહાઉન્ડ કૂતરો કીચડવાળા ટ્રેક પર વળાંકમાંથી દોડી રહ્યો છે. | રેસિંગ ગ્રેહાઉન્ડ કૂતરો નંબર 8 પહેરે છે. | રેસિંગ નંબર ધરાવતો કૂતરો મિડ-જમ્પમાં છે | રેસિંગ ગ્રેહાઉન્ડ રેસટ્રેક પર ચાલી રહ્યું છે.,રેસ.
294549892_babb130543.jpg,"2 સફેદ ટોપીવાળા લોકો પર્વત ઉપર જોઈ રહ્યા છે | લોકોનું એક જૂથ ખડકની ટોચ પર બેસે છે અને બાજુ તરફ જુએ છે. | ત્રણ પદયાત્રીઓ પર્વતની કિનારે બેસીને દૃશ્ય જોઈ રહ્યા છે, એક દૂરબીનની જોડીનો ઉપયોગ કરીને. | એક ટેકરી પર બેઠેલા ત્રણ માણસો પર્વતો અને આકાશ તરફ જોઈ રહ્યા છે. | ત્રણ લોકો બેસીને પર્વતો તરફ જુએ છે.",લોકોનું એક જૂથ પર્વત ઉપર જોઈ રહ્યું છે.
2300920203_f29260b1db.jpg,એક ગૌરવર્ણ કૂતરો રંગબેરંગી કૂતરાના રમકડા સાથે રમે છે. | એક રુંવાટીવાળો કૂતરો પીળા ચાવવાના રમકડાને જોઈ રહ્યો છે. | એક રુંવાટીવાળો કૂતરો લિવિંગ રૂમમાં નાના રમકડા સાથે રમે છે. | એક રુંવાટીવાળો રાતા કૂતરો રંગબેરંગી રમકડું છોડી રહ્યો છે. | શેગી સફેદ કૂતરો રંગબેરંગી ચ્યુ ટોય સાથે રમે છે.,એક કૂતરો રમકડા સાથે રમે છે.
3042405316_ba3a01926b.jpg,સફેદ પેટર્ન સાથે વાદળી સ્વેટર પહેરેલી એક છોકરી પાંદડાના ઢગલામાં કૂદી રહી છે. | સ્વેટર પહેરેલી એક છોકરી પાંદડાના ઢગલામાં ડૂબકી મારી રહી છે. | એક છોકરી પાંદડાના ઢગલામાં કૂદી રહી છે | એક છોકરી પાંદડાના ઢગલામાં કૂદી રહી છે. | એક યુવાન છોકરી યાર્ડમાં ભૂરા પાંદડાઓના ઢગલામાં ડૂબકી મારી રહી છે.,એક છોકરી ઝાડ નીચે દોડી રહી છે.
3295671644_0e10891b6d.jpg,એક કાળો અને સફેદ કૂતરો કેમેરા તરફ જોઈ રહ્યો છે. | એક લઘુચિત્ર જાતિનો કૂતરો સ્ટ્રોવાળા ખેતરમાં દોડી રહ્યો છે. | એક નાનો કૂતરો ખેતરમાં ઊભો છે. | મોટા મેદાનમાં 1 પગ ઊંચો કૂતરો. | મોટા કાન ધરાવતો નાનો કૂતરો મેદાનમાં છે.,એક કાળો અને સફેદ કૂતરો ખેતરમાં દોડી રહ્યો છે.
2127207912_9298824e66.jpg,"બે લોકો એક ખડક પર ઊભા છે, જ્યારે નીચે જોઈ રહ્યા છે, ત્યારે તેઓ બીજા ખડકની સામે પોતાની જાતને પકડી રાખે છે | ત્રણ લોકો ખડકાળ પ્રદેશમાંથી પસાર થાય છે. | ત્રણ લોકો રોક ક્લાઇમ્બીંગમાં ભાગ લે છે. | બે માદા પદયાત્રીઓ ઊંડી તિરાડમાં નીચે જોતી વખતે તેમની સામે એક ખડક પર લટકે છે. | બેકપેક્સ પહેરેલા બે લોકો અને લાલ ચડ્ડી પહેરેલી એક મહિલા કેટલાક મોટા ખડકો પર ઉભા છે.",એક પુરુષ અને એક સ્ત્રી ખડક પર બેઠા છે.
484896012_7787d04f41.jpg,એક છોકરો સોકર બોલને ઊંચે લાત મારે છે. | તેજસ્વી લીલા મેદાનમાં એક નાના છોકરાએ સોકર બોલને હવામાં ખૂબ જ ઊંચે લાત મારી છે. | લાલ પહેરેલો એક નાનો છોકરો ઘાસની ઉપર સોકર બોલને લાત મારે છે. | એક યુવાન છોકરો મેદાનમાં સોકર બોલ સાથે રમે છે | નાના છોકરો ઘાસના મેદાન પર લાલ અને સફેદ સોકર બોલને લાત મારે છે,એક છોકરો સોકર બોલને લાત મારે છે.
2399114095_c3196ff456.jpg,બે કાળા અને સફેદ કૂતરા બરફમાં લડતા | બરફમાં એકબીજા પર દાંત ઉછાળતા બે કૂતરા. | બે કૂતરા બરફમાં લડે છે. | સમાન રંગવાળા બે કૂતરાઓ જાણે કે તેઓ એકબીજાના ચહેરા પર ડંખ મારશે. | બે રુંવાટીદાર બ્રાઉન કૂતરા ઠંડા સફેદ બરફમાં લડી રહ્યા છે.,ત્રણ કૂતરા બરફમાં રમે છે.
241345811_46b5f157d4.jpg,"સમયસમાપ્તિ દરમિયાન એક કોચ ફૂટબોલ ખેલાડી સાથે વાત કરે છે. | એક ફૂટબોલ કોચ એક ખેલાડી સાથે વાત કરે છે. | લાલ અને સફેદ રંગનો ફૂટબોલ ખેલાડી કોચ સાથે વાત કરી રહ્યો છે. | કોચ ફૂટબોલ ખેલાડી, અન્ય ખેલાડીઓ અને પૃષ્ઠભૂમિમાં ભીડ સાથે વાત કરે છે. | મેદાન પર લાલ જર્સીમાં એક ફૂટબોલ ખેલાડી તેના કોચ સાથે વાત કરી રહ્યો છે.",ફૂટબોલ ખેલાડીઓનું એક જૂથ ફૂટબોલ રમી રહ્યું છે.
2394824046_51cec8e5e7.jpg,બૌદ્ધ બુદ્ધની પૂજા કરે છે. | એક માણસ બૌદ્ધ સ્મારકની સામે બેઠો છે. | એક માણસ પ્રતિમાની સામે ઊભો છે. | એક વ્યક્તિ મંદિરમાં પ્રાર્થના કરે છે. | બુદ્ધ પ્રતિમા સમક્ષ પ્રાર્થના કરતા સાધુ.,એક બાળક રંગબેરંગી પોશાક પહેરે છે.
3257103624_e76f25ff9e.jpg,"ડાર્ક ગિયરમાં એક માણસ અને હળવા ગિયરમાં એક માણસ ઊંડા પાણીમાંથી પસાર થાય છે. | બે માણસો પાણીમાં દોડી રહ્યા છે. | બે માણસો, એક વાદળી સ્વિમકેપ પહેરેલો, ધડ જેટલા ઊંડા પાણીમાં ઉભા છે. | બે માણસો, કમર સુધી પાણીમાં ઊંડે સુધી ચાલતા, એક શર્ટલેસ લીલા વાળ અને તેજસ્વી ગુલાબી હાથ સાથે. | બે માણસો પાણીમાંથી પસાર થાય છે.",એક માણસ અને એક બાળક એક માણસ અને એક માણસ અને એક નાનું બાળક પાણીમાં તરી રહ્યો છે.
3273489163_8209545810.jpg,એક જૂથ ટેન ચેકર્ડ ટાઇલ્સ પર ઊભું છે. | ઘણા લોકો વાંચતા આસપાસ ઉભા છે. | લોકો રેલવે પ્લેટફોર્મ પર ઉભા રહીને અખબારો વાંચી રહ્યા છે. | સબવેની રાહ જોતા લોકો પેપર વાંચતા ઉભા છે. | ટાઇલ્સવાળા પ્લેટફોર્મ પર ટ્રેનની રાહ જોતા લોકો.,એક જૂથ તેમના પગ પર ઊભું છે.
2266142543_b2de18c081.jpg,કાળી ટી-શર્ટ પહેરેલો એક માણસ જ્યારે પીણું પકડે છે ત્યારે નીચે જોઈ રહ્યો છે. | કાળા ચશ્મા સાથેનો એક માણસ પીણું તરફ નીચે જુએ છે. | કાળી ટોપી અને ચશ્મા પહેરેલો એક માણસ તેના હાથમાં રહેલી વસ્તુને જોઈ રહ્યો છે. | પાછળની તરફ બેઝબોલ કેપ ધરાવતો એક માણસ કપ પકડી રહ્યો છે | કાળા કિનારવાળા ચશ્મા ધરાવતો માણસ હાથમાં પીણું લઈને સૂઈ રહ્યો છે,બેઝબોલ કેપ અને સનગ્લાસ પહેરેલો એક માણસ.
469617651_278e586e46.jpg,"સૂર્યપ્રકાશમાં પ્રકાશિત વેઇટિંગ રૂમમાં કેટલાક લોકો ખુરશીઓ પર બેસે છે. | ફોલ્ડ કરેલી સફેદ ખુરશીઓની એક લાઇન અને પૃષ્ઠભૂમિમાં બેઠેલા કેટલાક અસ્પષ્ટ લોકો. | લોકો ખુરશીઓમાં રાહ જુએ છે, એક વ્યક્તિએ પોતાના જૂતા ઉતાર્યા છે. | ખુરશીઓ અને તેમાં બેઠેલા લોકો સાથેની જગ્યાની અંદરનો ફોટો. | કેટલાક લોકો સફેદ ફ્રેમવાળા કાચના છત્ર નીચે સીટો પર બેઠા છે.",લોકોનું એક જૂથ કેટલાક પગથિયાં પર બેસે છે.
1193116658_c0161c35b5.jpg,"એક છોકરી યુનિસાઇકલ ચલાવે છે કારણ કે બીજી તેની બાજુમાં સ્કૂટર ચલાવે છે. | એક છોકરી સ્કૂટર ચલાવતા બાળક સાથે યુનિસાઇકલ ચલાવે છે. | એક યુવાન છોકરી વ્યસ્ત રસ્તા પર બીજી છોકરીની બાજુમાં યુનિસાયકલ ચલાવી રહી છે, જે સ્કૂટર ચલાવી રહી છે. | યુનિસાઇકલ પરની છોકરી સ્કૂટર પર બાળક પાસે પહોંચે છે. | યુનિસાઇકલ પર એક છોકરી અને સ્કૂટર પર એક બાળક છે.",એક સોનેરી છોકરી તેની બાઇક ચલાવે છે.
3150252702_828a570d46.jpg,સ્નોબોર્ડ પર સવારી કરતી વ્યક્તિ બરફીલા રેમ્પ પર જાય છે. | એક સ્નોબોર્ડર એક વિશાળ કૂદકો મારીને ઉડે છે. | સ્નોબોર્ડર વિશાળ સ્નો રેમ્પ છોડ્યા પછી હવામાં ઉડે છે. | હવામાં સ્નોબોર્ડ પર વ્યક્તિ | સ્નોબોર્ડર તેના બોર્ડ પર મધ્ય હવામાં કૂદકો મારે છે.,એક વ્યક્તિ સ્નોબોર્ડ પર સવારી કરે છે.
2864340145_d28b842faf.jpg,પાણીમાં કાળો કૂતરો. | એક કાળો કૂતરો પાણીમાંથી પસાર થઈ રહ્યો છે. | પાણીમાંથી પસાર થતો કાળો કૂતરો. | એક કાળો કૂતરો પાણીમાંથી પસાર થાય છે. | એક કાળો કૂતરો પાણીમાં છે.,પાણીમાં એક કાળો કૂતરો.
3447007090_08d997833a.jpg,લોકોનું એક જૂથ ડોલ અને થાંભલાઓ સાથે શેરી પાર કરે છે. | સાત એશિયન છોકરીઓ અને છોકરાઓનું જૂથ એક શેરી પાર કરવા રાહ જોઈ રહ્યું છે. | કિશોરોનું એક જૂથ શેરી પાર કરવા રાહ જુએ છે. | યુવાન વયસ્કોનું એક જૂથ ઈંટની દિવાલની સામે લાકડાના ઊંચા દરવાજા સાથે શેરીમાં ઊભું છે. | ડોલ સાથે અને શેરીમાં ભીનાશ સાથે યુવાન વયસ્કોનું જૂથ.,લોકોનું એક જૂથ શેરીમાં ઊભું છે.
3342309960_c694b2cce9.jpg,એકદમ છાતીવાળો માણસ રેમ્પ પરથી તેનું સ્કેટબોર્ડ લોન્ચ કરે છે. | એક સ્કેટબોર્ડર શર્ટ વગર યુક્તિનો પ્રયાસ કરે છે. | એક સ્કેટબોર્ડર હેન્ડ્રેઇલ પર યુક્તિ કરી રહ્યો છે. | એક સ્કેટબોર્ડર રેલને ગ્રાઇન્ડ કરે છે. | રેલ પર સવારી કરતી વખતે ટીન સ્કેટબોર્ડ પર યુક્તિ કરે છે.,એક માણસ સ્કેટબોર્ડ યુક્તિ કરી રહ્યો છે.
3350785999_462f333c44.jpg,મહિલાઓ અને બાળકોની ભીડ ફોટોગ્રાફરને જોઈ રહી હતી. | તેજસ્વી રંગીન કપડાં પહેરેલા આફ્રિકન સ્ત્રીઓ અને બાળકોનું જૂથ. | રંગબેરંગી કપડાં પહેરેલા લોકોનું એક જૂથ બજારમાં બેઠું છે. | વિવિધ પ્રકારના કપડાં પહેરેલા અસંખ્ય આફ્રિકન અમેરિકનો. | આફ્રિકન ગામના લોકો જમીન પર બેઠા છે.,લોકોનું ટોળું લાલ અને સફેદ શર્ટ પહેરે છે.
518251319_40e031e818.jpg,એક દાઢીવાળો માણસ શોપિંગ કાર્ટ પાસે કાર્ડબોર્ડની નિશાની પકડીને ઊભો છે. | એક શૉપિંગ કાર્ટ સાથે સાઇન ધરાવતો વ્યક્તિ. | કાર્ડબોર્ડ પર લખેલી નિશાની ધરાવતો બેઘર માણસ | એક માણસ પૈસા માંગતી નિશાની ધરાવે છે. | બેઘર માણસ રમૂજી સંકેતનો ઉપયોગ કરીને પૈસા માટે ભીખ માંગે છે.,એક માણસ ફૂટપાથ પર ઊભો છે.
2427558437_3e839056d7.jpg,એક મોટો કૂતરો અને નાનો કૂતરો પાણીની નજીક એકબીજાની નજીક ઊભા છે. | એક મોટો ભૂરો કૂતરો અને એક નાનો ભૂરો કૂતરો પાણીના શરીરની બાજુમાં એકબીજાની નજીક ઊભા છે. | બે શ્વાન એક બીચ પર એકબીજાની પાછળ ચાલી રહ્યા છે | બે ભૂરા કૂતરા એક સાથે તળાવના કિનારે ઊભા છે. | બે કૂતરા પાણીની નજીકથી એકબીજાને પસાર કરે છે.,એક મોટો કૂતરો અને એક નાનો કૂતરો બીચ પર ચાલે છે.
2574230252_f5a1382dd4.jpg,એક કાળો કૂતરો લીલોતરી પાણીમાંથી છાંટો. | ખડકાળ ખાડીમાં છાંટા પડતા પાણીમાંથી પસાર થતો કાળો કૂતરો. | ભૂરા રંગનો કૂતરો છીછરા પ્રવાહમાંથી પસાર થાય છે. | એક લીલોતરી કૂતરો ઘણા મોટા ખડકો દ્વારા પાણીમાંથી પસાર થાય છે. | કૂતરો છીછરા પાણીમાં ચાલે છે.,એક કાળો કૂતરો પાણીમાંથી કૂદી રહ્યો છે.
909191414_1cf5d85821.jpg,એક છોકરો વાદળી હોઝ પાઇપ પર કૂદકો મારી રહ્યો છે જ્યારે એક નાની છોકરી જુએ છે. | એક છોકરો કૂદી રહ્યો છે જ્યારે તેની બહેન નળીની આસપાસ રમે છે. | એક યુવાન છોકરો એક યુવાન છોકરી અને ઘરની સામે કૂદી રહ્યો છે. | બાળકો ઘરના આગળના યાર્ડમાં બગીચાના ટ્યુબમાં અને તેની આસપાસ રમે છે. | વાદળી પાણીની નળી ઉપર રમતા બે બાળકો.,એક બાળક વાદળી અને વાદળી શર્ટમાં એક નાની છોકરી વાદળી શર્ટ પહેરે છે.
3477712686_8428614c75.jpg,બે છોકરાઓ રેતીમાં કુસ્તી કરે છે જ્યારે એક માણસ તેની તરફ જુએ છે | બે બાળકો કુસ્તી કરે છે જેમ એક માણસ જુએ છે | એક માણસ જુએ છે તેમ બે નાના છોકરાઓ એકબીજા પરથી ધૂળ સાફ કરે છે. | બે નાના છોકરાઓ રેતીમાં કુસ્તી કરી રહ્યા છે જ્યારે એક માણસ તેમને જોઈ રહ્યો છે. | બે યુવાન છોકરાઓ કુસ્તી કરતા હતા જ્યારે એક પુખ્ત પુરૂષ તેના પર જુએ છે.,એક માણસ બીચ પર ચાલે છે.
2325816912_b3bb41cdbb.jpg,બરફમાંથી પસાર થતો કાળો કૂતરો. | એક કાળો કૂતરો બરફની આજુબાજુ દોડે છે. | વાદળી કોલર પહેરેલો કાળો કૂતરો બરફમાંથી દોડી રહ્યો છે. | વાદળી કોલર સાથેનો કાળો કૂતરો બરફમાં દોડી રહ્યો છે. | કાળા કૂતરા પર વાદળી કોલર છે.,એક કાળો કૂતરો બરફમાંથી પસાર થાય છે.
3106857210_07a92577fc.jpg,પીળા શર્ટમાં એક છોકરી બ્રિજ પર તેના ખિસ્સામાં હાથ રાખીને ચાલે છે. | પીળા શર્ટમાં એક સ્ત્રી સન્ની શેરીમાં ચાલે છે. | પીળા ટી-શર્ટ અને સનગ્લાસ પહેરેલી એક મહિલા ફૂટપાથ પરથી ચાલી રહી છે. | પીળો શર્ટ અને સનગ્લાસ પહેરેલી શેરીમાં બહાર એક સ્ત્રી. | પીળો શર્ટ પહેરેલી એક યુવાન ગૌરવર્ણ મહિલા ફૂટપાથ પરથી નીચે ચાલી રહી છે.,પીળા શર્ટમાં એક છોકરી લાલ શર્ટ અને વાદળી જીન્સ પહેરેલી એક સ્ત્રી તેના હાથ પર ચાલી રહી છે.
