image_id,original_captions,generated_caption
2874876837_80d178ba9b.jpg,トランポリンで跳ね返る少年。 | トランポリンにジャンプする少年。 | 少年がトランポリンに飛び乗る。 | 白い長袖のTシャツを着た小さな男の子がトランポリンにジャンプします。 | 少年は家の外のトランポリンに飛び乗ります。,噴水で遊んでいる2人の子供。
3683592946_262e9bfbfd.jpg,鳥が6人の赤ちゃんの隣の岩の上に立っています。 | 赤ちゃんのアヒルのグループと一緒にいくつかの岩に沿って歩いているママのアヒル。 | 大人のアヒルが岩の上に立っており、近くに7匹の赤ちゃんのアヒルがあります。 | 母の鳥は赤ちゃんを見渡します。 | 成長したアヒルといくつかのベビーアヒルがあります。,アヒルは、2人が座っています。
424869823_7aec015d87.jpg,虹が彼女の手で終わるように見えるように手を握っている少女。 | 虹の前にいる若い女の子。 | 空に虹でポーズをとっている女の子。 | 少女は青い服を着て、虹に手を差し伸べています。 | 若い女の子は虹に触れた。,2人の子供が畑を歩いています。
1105959054_9c3a738096.jpg,絵を描く子供。 | アーティストは雲をキャンバスに塗ります。 | 絵を描いている若い女の子。 | 三つ編みを持つ若い女の子は、壁に白い紙の上に水の色で絵を描いています。 | 子供は水の色で大きな紙に絵を描きます。,ソファに登る少年。
2158247955_484f0a1f11.jpg,3匹の犬は雪に覆われたトラックを走っています。 | 3匹の犬がタイヤトラックが入って雪を横切って走っています。 | 3匹の犬は、ローカットフィールドから続く雪の踏面に沿って方向を向いています。 | 雪の中を走る3匹の犬。 | 雪の中でタイヤトラックで走っている3匹の犬。,2匹の犬が雪の中で戦います。
2286823363_7d554ea740.jpg,ある椅子から別の椅子にジャンプする小さな男の子。 | 若い男の子がある黒い椅子から別の椅子にジャンプします。 | 若い男の子がある椅子から別の椅子に跳躍しています。 | 彼の家である椅子から別の椅子にジャンプする少年 | 少年が椅子から椅子に飛びます。,椅子に座っている子供。
2845691057_d4ab89d889.jpg,ブロンドの女性がレースカーの運転手よりも傘を持っています。 | 彼がレースをしているストックカーのレースで雨の中の外のカップル。 | 男性が傘を持つ女性の近くのレースカーに座っています。 | レースカーで人の上に傘を持っている女性。 | レースカードライバーの上に傘を持っている女性。,レースの2人。
842960985_91daf0d6ec.jpg,ベージュのトレンチコートを着た男が雨の中を歩いています。 | 黄褐色のトレンチコートとブルージーンズを着た男は、頭の上に黒い傘を開けて歩きます。 | トレンチコートを着た男が傘で歩いています。 | 白い髪の男、長いトレンチコート、傘が駐車メーターを通り過ぎます。 | 荒涼とした通りで傘を持って歩いている男。,歩道を歩いている少年。
3365602213_dd3287a633.jpg,子供がロープコースに登っています。 | ロープの装置に登っている少女。 | ロープはしごに登る若い女の子 | 子供たちはジャングルジムに登ります。 | 若い女の子と男の子はロープブリッジを渡ります,ロープに登っている男。
2259203920_6b93b721ce.jpg,キツネのテリアがボールの後に飛び出します。 | ひもに乗っている小さな犬がピンクのボールに向かってジャンプします | 赤いボールを追いかけるテリア。 | 白と茶色の犬が赤いボールに向かってジャンプします。 | 赤いボールの後にひもにジャンプする小さな白い犬。,2匹の犬は、1つのグレイハウンドが走っています。
3242263536_a436f19257.jpg,ローラーブレードの男がトリックをしています。 | 暗闇の中で半分のパイプでスケートボードに乗っている男。 | ローラースカターはハーフパイプでトリックを行います。 | スケートボーダーがランプでトリックを実行します。 | 黒と白のストライプのシャツと黒いズボンのスケートボードを黒い表面に着ている男がいます。,スケートボーダーがレールに乗っています。
2630507245_bea4804288.jpg,レース中の速いランニンググレイハウンド。 | グレイハウンドの犬が泥だらけのトラックをターンして走っています。 | レースグレイハウンド犬は8番を着ています。 | レース番号を持つ犬はジャンプ中期です | レーシンググレイハウンドは競馬場で走っています。,グレイハウンドはトラックのレース。
294549892_babb130543.jpg,山を見ている白い帽子を持った2人 | 人々のグループが崖の上部に座って横を見渡します。 | 3人のハイカーが山腹に座って景色を見て、もう1人は双眼鏡を使用しています。 | 山と空を見て丘の上に座っている3人の男性。 | 3人が座って山を見ます。,バックパックとバックパックのあるバックパック。
2300920203_f29260b1db.jpg,カラフルな犬のおもちゃで遊ぶブロンドの犬。 | 黄色い噛むおもちゃを見ているふわふわした犬。 | ふわふわした犬は、リビングルームで小さなおもちゃで遊んでいます。 | カラフルなおもちゃを落とすふわふわの黄褐色の犬。 | 毛むくじゃらの白い犬は、カラフルな噛むおもちゃで遊びます。,毛むくじゃらの犬。
3042405316_ba3a01926b.jpg,白い模様のある青いセーターの少女が葉の山に飛び込んでいます。 | セーターを着た女の子が葉の山に飛び込みます。 | 女の子が葉の山に飛び込んでいます | 女の子が葉の山に飛び込んでいます。 | 若い女の子が庭の茶色の葉の山に飛び込んでいます。,女の子が葉の山に飛び込んでいます。
3295671644_0e10891b6d.jpg,カメラを見ている黒と白の犬。 | ミニチュアブリードの犬は、ストロー散布場で走っています。 | 小さな犬が畑に立っています。 | 大きな畑で1フィート上に立っている犬。 | 大きな耳を持つ小さな犬はフィールドにあります。,茶色、黒、茶色、茶色、犬がいます
2127207912_9298824e66.jpg,二人は岩の上に立って、見下ろしながら別の岩に立ち向かう | 3人が岩だらけの地形を通り抜けます。 | 3人がロッククライミングに参加しています。 | 2人の女性のハイカーは、深い隙間を見下ろしながら、彼らの前の岩にぶら下がっています。 | バックパックを着ている2人と赤いショートパンツを着た女性が、いくつかの大きな岩層の上に立っています。,男が岩だらけの崖に登ります。
484896012_7787d04f41.jpg,少年がサッカーボールを高く蹴ります。 | 明るい緑のフィールドにいる小さな男の子は、空中で非常に高いサッカーボールを蹴りました。 | 赤い男の子が草の上にサッカーボールを蹴ります。 | フィールドでサッカーボールで遊ぶ少年 | 幼い男の子は芝生の畑で赤と白のサッカーボールを蹴る,ボールを蹴っている少年。
2399114095_c3196ff456.jpg,雪の中で戦っている2匹の黒人と白の犬 | 雪の中でお互いに歯を産む2匹の犬。 | 2匹の犬が雪の中で戦います。 | 同じ着色をした2匹の犬は、顔を噛むように見えます。 | 2匹の毛皮のような茶色の犬が深い白い雪の中で戦っています。,2匹の犬、1つは2匹の犬。
241345811_46b5f157d4.jpg,コーチは、タイムアウト中にサッカー選手と話をします。 | サッカーのコーチは選手と話をします。 | 赤と白のサッカー選手がコーチと話している。 | コーチは、サッカー選手、他の選手、群衆とバックグラウンドで話します。 | 彼のコーチと話しているフィールドにある赤いジャージにフットボール選手がいます。,サッカー選手のサッカー選手。
2394824046_51cec8e5e7.jpg,仏教徒は仏を崇拝します。 | 男が仏教徒の記念碑の前に座っています。 | 男が像の前に立っています。 | 人は神社で祈ります。 | 仏像の前で祈る僧k。,ソファに立っているカップル。
3257103624_e76f25ff9e.jpg,暗いギアの男と明るいギアの男が深い水を通り抜けます。 | 2人の男性が水中でレースをしています。 | 青い水着の2人の男性が胴体の深い水に立ちます。 | 2人の男性、腰の奥深くに歩いて、緑の髪と明るいピンクの腕を持つ上半身裸の男がいます。 | 2人の男性が水の中を歩きます。,2人の男性が海に飛び散っています。
3273489163_8209545810.jpg,グループは日焼けした市松模様のタイルに立っています。 | 多くの人が読書の周りに立っています。 | 人々は新聞を読んで鉄道のプラットフォームに立っています。 | 人々は地下鉄を待っている間、論文を読んで立っています。 | タイル張りのプラットフォームで電車を待っている人々。,2人の男性が階段の階段に座っています。
2266142543_b2de18c081.jpg,彼が飲み物を持って見下ろす黒いTシャツを着た男。 | 眼鏡付きの黒の男は飲み物を見下ろします。 | 黒い帽子と眼鏡をかけている男が手にある物を見ています。 | 後ろに野球帽を持っている男がカップを持っています | 手に飲み物を持って寝ている黒い縁のあるメガネを持つ男,メガネを持っている女性は、黒いTシャツを着た男。
469617651_278e586e46.jpg,数人が日光の下で照らされた待合室の椅子に座っています。 | 白い椅子のラインが折り畳まれ、数人の非説明のある人が背景に座っています。 | 人々は椅子で待って、一人が靴を脱いでいます。 | 椅子とその中に座っている場所のある場所の内部の写真。 | 一部の人々は、白い額入りのガラスの天蓋の下で席に座っています。,階段に座っている人。
1193116658_c0161c35b5.jpg,別の人が彼女の隣にスクーターに乗るので、女の子は一輪車に乗っています。 | 女の子はスクーターに乗る子供と一緒に一輪車に乗っています。 | 若い女の子は、忙しい通りでスクーターに乗っている別の人の隣に一輪車に乗っています。 | 一輪車の少女は、スクーターの子供のために手を伸ばします。 | 一輪車に女の子とスクーターに子供がいます。,自転車に乗っている男。
3150252702_828a570d46.jpg,スノーボードに乗っている人が雪のようなランプを越えます。 | スノーボーダーが大きなジャンプを飛び降ります。 | スノーボーダーが大きな雪のランプを離れた後、空中を飛びます。 | 空中のスノーボードにいる人 | スノーボーダーは彼のボードで空中にジャンプします。,山のスキーヤー。
2864340145_d28b842faf.jpg,水の中の黒い犬。 | 黒い犬が水の中を歩いています。 | 水を歩いている黒犬。 | 黒い犬が水の中を歩きます。 | 暗い犬は水の中にあります。,水の中の黒い犬。
3447007090_08d997833a.jpg,人々のグループがバケツとポールで通りを渡ります。 | 7人のアジアの少女と男の子のグループが通りを渡るのを待っています。 | ティーンエイジャーのグループが通りを横断するのを待ちます。 | 若い大人のグループは、背の高い木製の門があるレンガの壁の前の通りに立っています。 | バケツと路上に濡れている若い大​​人のグループ。,街の通りを歩いている2人の女性。
3342309960_c694b2cce9.jpg,裸の胸の男がランプからスケートボードを起動します。 | スケートボーダーは、シャツを着ないでトリックを試みます。 | 手すりでトリックをしているスケートボーダー。 | スケートボーダーがレールを挽く。 | ティーンはレールに乗っている間、スケートボードでトリックします。,スケートパークのスケートボード。
3350785999_462f333c44.jpg,写真家を見ている女性と子供たちの群衆。 | 明るい色の服を着ているアフリカの女性と子供のグループ。 | カラフルな服を着た人々のグループが市場に座っています。 | さまざまな種類の服を着ている多くのアフリカ系アメリカ人。 | アフリカの村の人々が地面に座っています。,3人の10代の少年は、もう1人は群衆を見ています。
518251319_40e031e818.jpg,あごひげを生やした男が、段ボールの看板を持っているショッピングカートのそばに立っています。 | ショッピングカートでサインを持っている男。 | 段ボールに書かれたサインを持っているホームレスの男性 | 男はお金を求めてサインを持っています。 | ユーモラスなサインを使ってお金を求めているホームレスの男。,街の通りを歩いている2人の女性。
2427558437_3e839056d7.jpg,大きな犬と小さな犬が水の近くに近くに立っています。 | 大きな茶色の犬と小さな茶色の犬が、水域の横に互いに近くに立っています。 | 2匹の犬はビーチでお互いを通り過ぎて歩いています | 2匹の茶色の犬が一緒に湖の土手に立っています。 | 2匹の犬が水の近くを通り過ぎます。,2匹の犬、1つの茶色、もう1つは2匹の犬。
2574230252_f5a1382dd4.jpg,黒犬が緑がかった水をはねかけます。 | 岩だらけの小川の水しぶきを歩いている黒い犬。 | 茶色の犬が浅い流れを歩きます。 | 緑がかった犬がいくつかの大きな岩で水を駆け抜けます。 | 犬は浅い水の中を歩きます。,犬が水を飛び越えます。
909191414_1cf5d85821.jpg,少年が小さな女の子が見ている間、青いホースパイプの上を跳ね上がっています。 | 妹がホースの周りで遊ぶ間、男の子が跳躍しています。 | 若い女の子と家の前でジャンプしている少年。 | 子どもたちは、家の前庭で庭のチューブとその周りで遊んでいます。 | 青い水ホースの上で遊んでいる2人の子供。,スイングに乗っている少年。
3477712686_8428614c75.jpg,男が見ている間に2人の男の子が砂の中で格闘している | 男が観察するように2人の子供が格闘します | 2人の小さな男の子は、男が見ているときにお互いに汚れを磨きます。 | 男が見ている間、2人の若い男の子が砂の中で格闘します。 | 大人の男性が見ている間、2人の若い男の子がレスリングします。,2人の男性が一緒に歩いています。
2325816912_b3bb41cdbb.jpg,雪の中を走る黒犬。 | 黒犬が雪を横切って走ります。 | 青い襟を着た黒犬が雪の中を走っています。 | 青い襟を持つ黒い犬が雪の中で走っています。 | 黒犬には青い襟があります。,カメラに向かって走る黒犬。
3106857210_07a92577fc.jpg,黄色いシャツを着た女の子は、橋の上のポケットに手を入れて歩きます。 | 黄色いシャツを着た女性が日当たりの良い通りを歩いています。 | 黄色のTシャツとサングラスを着た女性が歩道を歩きます。 | 黄色いシャツとサングラスを着た通りの外の女性。 | 歩道を歩いている黄色のシャツを着た若いブロンドの女性。,彼女は歩道の窓で踊っています。
2695961935_a2a6338f26.jpg,黒と白の犬がハードルを飛び越えます。 | ショーでハイジャンプポールを飛び越える犬。 | 犬は外の障害を飛び越えます。 | 小さな犬が縞模様の門を飛び越えます。 | 小さな犬が障壁を跳ねます。,犬はハードルを飛び越えます。
3703413486_3c682732a0.jpg,少年は、キャンピングカーの窓からアリゲーターの人形を貼り付けます。 | RVの窓の外を見ている2人の男の子。 | 1人がぬいぐるみのおもちゃを持っている間、2人の男の子がRVの窓を覗き込んでいます。 | 2人の子供がペットのヘビと一緒にRVの窓を覗きます。 | 2人の若い男の子は、ぬいぐるみのおもちゃのヘビと一緒に白いRVの窓から寄りかかっています。,バスに座っている2人。
1835511273_790eaae6e6.jpg,赤い服を着た男。 | 赤いスーツと赤いマスクを着た男は、別の衣装を着た男の横に立っています。 | 赤い衣装を着た男が他の人の近くに立っています。 | 男は、マッチするマスクのある赤と黒の服を着ています。 | 男は赤い服を着ており、赤いマスクは都市のカモフラージュの別の男の前に立っています。,2人の男性が一緒にポーズをとります。
271177682_48da79ab33.jpg,車は泥を飛び散らせ、森林の床に去ります。 | 四輪駆動車がオフロードトレイルで水たまりをはねかけています。 | 大きなバンが秋にカンリーの道を駆け下ります。 | 森の大きな水たまりを通り抜ける大きなSUV。 | SUVは森の中の泥だらけの水をはねかけます。,泥だらけの道を歩いている2匹の犬。
3726130458_07df79e969.jpg,野球選手は、バットが空中に高い状態でボールをかわします。 | 白いユニフォームを着た野球選手が基地に歩いていますが、多くの人々が観覧席から見ています。 | ホームプレートの近くの野球選手。 | 野球選手が彼の頭の上にコウモリを上げます。 | 野球選手がボールをキャッチするために走ります。,野球選手がボールを蹴っています。
297285273_688e44c014.jpg,背景に蒸気船を持って岩で遊んでいる子供たち。 | 子供たちは、近くのフェリーで場所の海岸線に並ぶ岩で遊んでいます。 | 3人の子供が、バックグラウンドにドッキングされたフェリーで海岸線で遊んでいます。 | 川岸の近くの岩だらけの海岸線を探索する3人の子供。 | 湖の近くの岩で遊んでいる3人の子供,2人の男性が湖の端に立っています。
3532782283_341f0381a3.jpg,3人が山に直面しています。 | 山に向かっている3人。 | 3人が山の方向を見ています。 | 山の雲を見ている3人。 | 3人の若い大人が近づいている嵐を見つめています。,バックパックと2人の男性が、2人が座っています。
3724150944_fc62e8d5e0.jpg,相手チームの若い男の子のグループがサッカーをしています。 | ゴールネットの近くでサッカーをしている子供たち。 | サッカーをしている4人の男の子。 | 4人の子供がサッカーをしている芝生の畑に沿って走ります。 | 赤いシャツを着た少年は、サッカーボールを蹴っています。,2人の男性がサッカーをします。
207930963_af3a2f1784.jpg,保護具の人々のグループ。 | 右にオートバイを持ってレーシングの服を着て見下ろす男。 | 男が外に立っています。 | クローズアップにロゴが付いたダートバイクの服を着た男。 | バックグラウンドに山を置いて立っている自転車に乗っている人。,2人の男性がフィールドで走っています。
2441354291_b32e00e5a6.jpg,緑の靴を履いた子供は水たまりに飛び散っています。 | 子供が緑のサンダルを着て水たまりを歩いています | 泥の水たまりで遊んでいる緑のブーツを着ている幼い子供 | 子供は通りの水たまりを通り抜けています。 | 小さな男の子は路上で水たまりに飛び込んでいます。,噴水で遊んでいる少年。
3675825945_96b2916959.jpg,空のプールでスケートボードをしている男。 | 男が空のプールの側面にスケートボードに乗っています。 | 白い服を着たスケートボーダーが青いボウルに落ちています。 | スケートパークでボウルの端からぶら下がっているスケートボーダー。 | 空のプールにあるスケートボーダー。,スケートボードのスケートボーダー。
3274691778_94bb57bba3.jpg,暗い屋内エリアで演奏するバンド。 | 3人のバンドが小さなステージで演奏します。 | 地下カバナのライブバンド | 左側の男性のシルエット、腕が真ん中に上にある女性、右側の女性。 | 3人が、赤い卵形と黒いレタリングで飾られた金の壁のある薄暗い部屋にいます。,街の通りを歩いている2人。
1432179046_8e3d75cf81.jpg,近くの男が彼の近くの銀のセダンを指しています。 | 男が駐車場の大きな壁に対してテニスをしています。 | 男は駐車場の車に向かって歩きます。 | 男は暗闇の中でテニスラケットで壁に向かって外に立っています。 | 男は建物に対してテニスをしています。,スケートパークでスケートボード。
109738916_236dc456ac.jpg,人々はスノーモービルに乗っています。 | スノーモービルに乗っている間、人々はヘルメットとゴーグルをつけてポーズをとります。 | スノーモービルに乗っている間、何人かの人々が休憩を取っています。 | 3人と2人のスノーモービル。 | 2人のヘルメットの男性が黄色のスノーモービルの上に座っている間、別の男性が見ているのを見ています。,2人の男性がレースにいます。
1321949151_77b77b4617.jpg,小さな男の子と小さな女の子が大人に囲まれた黒いベンチに横たわっています。 | 2人の子供が横になり、1人が座っているベンチのそばに立っている博物館の人々。 | 2人の子供と一部の大人が黒いソファの列に座っています。 | 2人の子供が博物館のふくらんでいるベンチに横たわっており、4人の大人が見ています。 | 2人の疲れた子供たちは、美術館のソファで休み、周りの大人は芸術を見ています。,2人の男性が階段に座っています。
2773011586_6f4cd41e84.jpg,人々はテーマパークやカーニバルで乗車しています。 | ログライドのライダーは、水っぽい降下の準備をしているときに楽しんで空中に腕を投げます。 | 2人がテーマパークで丸太小節を乗せています。 | ジェットコースターに乗って2人が腕を上げます | 夜に人々と一緒に水ログアミューズメントパークに乗ってください。,屋内の人々。
2894576909_99c85fd7a7.jpg,カヤッカーは波の力に反対します。 | パデルが1つしかない野生の川の赤いボートの孤独な人 | 男は荒れた急流を通してカヤックを操縦します。 | リバラフト。 | 赤いカヤックのこの人は、急流の挑戦に直面しています。,カヤックのカヤック。
3073579130_7c95d16a7f.jpg,男は赤いバンダナを着ています | 頭を覆う男。 | アラブのスカーフを身に着けている男、バックグラウンドに別の男がいる。 | ターバンの白人。 | 赤と白のパレスチナスタイルのスカーフを着た顔の毛を持つ男。,帽子をかぶった2人の女性。
2203449950_e51d0f9065.jpg,フリルなピンクのドレスを着た女の子、草の上で踊ります。 | ピンクのドレスを着た幼児が草を通り抜けます。 | プリンセスの衣装のドレスを着た若い女の子 | 外の王女の衣装を着た若い女の子。 | 草の上に立っている若い女の子は、ピンクのドレスを着ています。,花の前で2人の女の子。
3583903436_028b06c489.jpg,少年が木製の納屋の前で緑の揺れで遊んでいます。 | 男の子が古い木製の構造の外で緑の揺れを振っています。 | 緑のスイングの少年が納屋の近くの空中に乗ります。 | 若い男の子が古い木製の建物と一緒に振る。 | 少年は納屋の隣で揺れます。,木製のスイングに乗っている少年。
2496236371_61dec88113.jpg,オートバイの男がトラックでウィリーをします。 | 赤い股間のロケットの男。 | ウィリーをしているオートバイのライダー。 | 赤と白のユニフォームを着た人は、空中に前輪を置いて、赤と白のオートバイをトラックで運転しています。 | 赤いオートバイは競馬場にウィリーを引っ張ります。,オートバイのモーターサイクリスト。
3514179514_cbc3371b92.jpg,野球選手はボールをキャッチしようとし、別の人がベースに向かって走ります。 | バッターがベースに到達している間、野球選手がボールをキャッチします。 | ランナーがコミュニティゲームでベースを作ろうとする間、base手はボールをキャッチしようとします。 | 野球の試合の審判は、反対側のチームメンバーがホームベースに走る間、ボールをキャッチするためにしゃがみます。 | 2人の子供が野球をしています,野球選手がボールを蹴っています。
3319489465_c65c91e4f2.jpg,カウガールが馬に乗って樽を角にします。 | ピンクのシャツを着た女性は、ロデオで馬に乗ります。 | カウボーイハットとピンクのシャツを着た女性が競技で馬を取り除いています。 | ピンクのシャツを着た人は、ロデオで茶色の馬に乗っています。 | 茶色の馬は、ロデオの赤い樽の隣にあります。,カウボーイは馬からボールを蹴っています。
2477623312_58e8e8c8af.jpg,冬のギアの子供がポーズをとっていますが、多くの人々が座って彼女の後ろに立っています。 | 踊る若い女の子。 | 若い女の子が片足に立っています。 | 小さな女の子のダンスのクローズアップ | 灰色のスウェットシャツを着た小さなブロンドの髪の少女は、人々が彼女の後ろに座っている公園で踊ります。,木で遊んでいる2人の子供。
2500354186_0836309cc9.jpg,少年は、肩に自転車のタイヤが付いたほこりっぽい岩の庭を歩きます。 | 小さな子供が大きなフープを運んでいます。 | 小さな子供が肩にタイヤを持っています。 | 非常に小さな男の子が肩に自転車のタイヤを運びます。 | 若い男の子がタイヤのゴムを汚れた道路に運んでいます。,タイヤスイングに乗っている少年。
33108590_d685bfe51c.jpg,若いカップルが街路ベンダーから商品を検査します。 | 人々は食べ物のテーブルの周りに集まっています。 | 3人が、バックグラウンドにパトカーを備えた食べ物でいっぱいのテーブルを準備します。 | 二人が街頭ベンダーを見ています。 | 薄暗い光の中のフードカウンターにいる2人の女性と男性。,2人の男性が一緒に座っています。
3429142249_d09a32e291.jpg,凍った滝の横にあるアイスピックからぶら下がっている登山家。 | 青い帽子を備えた登山家は、氷のような岩の崖を拡大しています。 | 男が雪の山を撃退します。 | ロッククライマーは氷のような壁を拡大します。 | 登山家は、氷を登るときに赤いジャケットを着ています。,冬の登山家。
359837950_9e22ffe6c2.jpg,黒犬が岩だらけの風景を横切って走っています。 | 黒犬が曇りの青い空の下で岩だらけの地面を走っています。 | 岩だらけの地形に沿って歩いている黒犬。 | 黒い犬は、青く曇りの空の下で岩の多い芝生の風景を歩きます。 | 岩だらけの地形の犬,山のハイカー。
2781296531_f6f0f6c0f5.jpg,少年は、ウォーターパークの遊び場のおもちゃに顔に散らばっています。 | 水道馬のように装飾されたスピゴットによって顔に散らばっているウォーターパークの少年。 | 少年は、青い水のおもちゃに顔に飛び散ります。 | 少年はスプリンクラーを駆け抜けています。 | 小さな男の子はスプリンクラーを駆け抜けています。,噴水で遊んでいる少年。
3599442049_e448c7c9b2.jpg,雪のスプレーでパンチする少年。 | 山の中の無駄のない若い男、雪を投げます。 | 上半身裸の少年は雪を打ちます。 | 上半身裸の若者は、まるで彼が香水を売っているかのように雪を打ちます。 | 少年はシャツを着ずに雪の中で遊んでいます。,冬の少年。
2232518012_8cb0bbc43b.jpg,ゲートを離れるレースでのグレイハウンド犬のグループ | グレイハウンドはトラックでレースをします。 | 多くの犬はトラックの周りを競います。 | 犬はレースの準備ができており、すべて銃口を着ています。 | レーシンググレイハウンドは開始ゲートから壊れています。,何人かの群衆。
3376014640_ff5b00769f.jpg,男性が手に棒を持って海のサーフボードの上に立っています。 | 男がサーフボードの上に立って、それを海にパドリングします。 | サーファーはオールを使用して海に出ます。 | 男は海にパドルを持ったサーフボードの上に立っています。 | サーファーは、サーフにパドリングしながら、仲間のサーファーを通り過ぎます。,サーフボードに立っている少年。
2267682214_e1434d853b.jpg,茶色の毛むくじゃらの犬は、口の中にプラスチック製の雪だるまのおもちゃを持っています。 | 毛皮のような茶色の犬は、彼のおもちゃを口の外で運びます。 | 毛むくじゃらの犬はおもちゃで遊ぶ。 | 口におもちゃを持った毛むくじゃらの犬。 | 長い髪の小さな犬が口に雪だるまのおもちゃを持っています。,毛むくじゃらの犬。
3009644534_992e9ea2a7.jpg,彼の口に穴のあるボールを持った小さな犬のクローズアップ写真。 | 白いボールを持っている犬。 | 犬がフィールドにボールを取得します。 | 犬が口にボールを入れたトロット。 | 犬は外に泡だらけのボールを運んでいます,2匹の犬。
3315726723_64c9b0a945.jpg,頭を一緒に押してレスリングギアを着ている2人の男性。 | 2人のレスラーが腕でお互いをつかみます。審判がバックグラウンドで待機しています。 | 2人のレスラーが手をつかみ、頭をまとめます。 | レスラーは試合を開始しようとしています。 | レスラーは競争に閉じ込められました,2人の男性が戦っています。
3558251719_3af5ae2d02.jpg,茶色の犬が後ろ足の上に立って、男の手に何かに到達しようとしています。 | 男と犬が畑で遊んでいます | 男と犬が草の中に立っています。 | 棒を持って犬と遊ぶ男。 | 男はひもに犬を飼っていて、後ろ足に立つようにそれを教えているように見えます。,砂で遊んでいる2匹の犬。
3584561689_b6eb24dd70.jpg,男の子のグループが一緒にバスケットボールをします。 | バスケットボール選手は、傍受しようとする他のプレイヤーとしてショットをします。 | 一部のティーンエイジャーは、ネットの下にあるバスケットボールのためにスクランブルしています。 | これらの人々は屋外でバスケットボールをしています。 | 青い空の下でバスケットボールをしている2人の男性,2人の男性が一緒に座っています。
3104182973_5bb1c31275.jpg,クリスマスタイプの木の近くの多くの人々。 | カップルが都市のアイススケート公園を急いでいます。 | 多くの人が外でアイススケーターを見ています。 | 人々は巨大なクリスマスツリーの周りの屋外リンクでスケートをしています。 | 屋外のアイスリンクのそばに歩いている人は、中央に木があります。,街路を歩いている人々のグループ。
