image_id,original_captions,generated_caption
2874876837_80d178ba9b.jpg,Un ragazzo che rimbalza su un trampolino. | Un ragazzo che salta su un trampolino. | Un ragazzo salta su un trampolino. | Un bambino in una maglietta bianca a maniche lunghe salta su un trampolino. | Il ragazzo salta sul trampolino fuori casa.,Un ragazzo salta su un trampolino.
3042405316_ba3a01926b.jpg,Una ragazza con un maglione blu con un motivo bianco sta saltando in un mucchio di foglie. | Una ragazza in un maglione si immerge in un mucchio di foglie. | Una ragazza sta saltando in un mucchio di foglie | Una ragazza sta saltando in un mucchio di foglie. | Una ragazza si sta immergendo in un mucchio di foglie marroni nel cortile.,Una ragazza che salta in un mucchio di foglie.
3295671644_0e10891b6d.jpg,Un cane bianco e nero che guarda la telecamera. | Un cane da razza in miniatura corre in un campo sparso di paglia. | Un piccolo cane è in piedi in un campo. | Cane in piedi con 1 piede in un campo grande. | Il cagnolino con grandi orecchie è sul campo.,Un cane bianco e nero sta correndo attraverso l'erba.
2127207912_9298824e66.jpg,"Le due persone sono in piedi su una roccia, tenendosi contro un'altra roccia, mentre guardano in basso | Tre persone si fanno strada attraverso terreni rocciosi. | Tre persone partecipano all'arrampicata su roccia. | Due escursionisti si agganciano a una roccia di fronte a loro mentre guardano in una fessura profonda. | Due persone che indossano zaini e una donna in pantaloncini rossi sono in piedi su alcune grandi formazioni rocciose.",Un uomo si arrampica su una roccia.
484896012_7787d04f41.jpg,Un ragazzo calcia un pallone da calcio in alto. | Un ragazzino in un campo verde brillante ha calciato un pallone da calcio molto in aria. | Un ragazzino che indossa un rosso prende a calci un pallone da calcio sopra l'erba. | Un ragazzo che gioca con un pallone da calcio in un campo | Il giovane ragazzo calcia un pallone da calcio rosso e bianco su un campo erboso,Un ragazzo che gioca con un pallone da calcio.
2399114095_c3196ff456.jpg,Due cani in bianco e nero che combattono sulla neve | Due cani con i denti l'un l'altro nella neve. | Due cani combattono sulla neve. | Due cani con la stessa colorazione sembrano morsi l'un l'altro in faccia. | Due cani marroni pelosi stanno combattendo nella neve bianca profonda.,Due cani giocano nella neve.
241345811_46b5f157d4.jpg,"Un allenatore parla con un giocatore di football durante un timeout. | Un allenatore di calcio parla con un giocatore. | Un giocatore di football in rosso e bianco sta parlando con un allenatore. | L'allenatore parla con il calciatore, altri giocatori e la folla in background. | C'è un giocatore di football in una maglia rossa sul campo che parla con il suo allenatore.",Un giocatore di football in bianco e nero sta cercando di bloccare il giocatore in bianco.
2394824046_51cec8e5e7.jpg,Un buddista adora il Buddha. | Un uomo è seduto di fronte a un monumento buddista. | Un uomo si trova di fronte a una statua. | Una persona prega in un santuario. | Monaco pregando davanti alla statua di Buddha.,Un uomo è in piedi davanti a una finestra.
3257103624_e76f25ff9e.jpg,"Un uomo in marcia scura e un uomo in marcia leggera si diffonde attraverso acqua profonda. | Due uomini stanno correndo in acqua. | Due uomini, uno in un branco blu, si trovano in acque profonde. | Due uomini, la vita da passeggio in profondità nell'acqua, con un uomo senza camicia con capelli verdi e braccia rosa brillanti. | Due uomini camminano nell'acqua.",Due uomini in costume da bagno giocano in acqua.
3273489163_8209545810.jpg,Un gruppo si erge su piastrelle a scacchi marrone chiaro. | Molte persone stanno leggendo. | Le persone sono in piedi su una piattaforma ferroviaria leggendo giornali. | Le persone stanno per leggere i documenti mentre aspettano una metropolitana. | Persone che aspettano il treno sulla piattaforma piastrellata.,Un gruppo di persone si trova su un marciapiede.
2266142543_b2de18c081.jpg,Un uomo con una maglietta nera che guarda in basso mentre tiene un drink. | Un uomo in nero con gli occhiali guarda un drink. | Un uomo che indossa un berretto nero e gli occhiali sta guardando un oggetto in mano. | Un uomo con un berretto da baseball sul retro è in mano una tazza | Un uomo con bicchieri con cerchi neri che dormono con un drink in mano,Un uomo che indossa una camicia nera e un berretto nero con un cappello nero.
469617651_278e586e46.jpg,"Un paio di persone siedono sulle sedie in una sala d'attesa illuminata alla luce del sole. | Una linea di sedie bianche piegate e alcune persone indipendenti sedute sullo sfondo. | La gente aspetta sulle sedie, una persona ha la scarpa. | Foto di un posto all'interno di un posto con sedie e persone sedute. | Alcune persone sono sedute su sedili sotto un baldacchino in vetro incorniciato bianco.",Un gruppo di persone sedute in un parco.
1193116658_c0161c35b5.jpg,Una ragazza cavalca un monociclo mentre un'altra cavalca uno scooter accanto a lei. | Una ragazza cavalca un monociclo con un bambino che cavalca uno scooter. | Una ragazza cavalca un monociclo accanto a un altro cavalcando uno scooter in una strada trafficata. | La ragazza sul monociclo si allunga per il bambino sullo scooter. | C'è una ragazza su un monociclo e un bambino su uno scooter.,Una ragazza con una camicia rossa cavalca un monociclo.
3150252702_828a570d46.jpg,Una persona che cavalca uno snowboard supera una rampa innevata. | Uno snowboarder vola fuori da un enorme salto. | Uno snowboarder vola in aria dopo aver lasciato una grande rampa di neve. | persona su snowboard in aria | Lo snowboarder salta a mezz'aria sulla sua tavola.,Uno snowboarder salta in aria sopra una rampa di neve.
2864340145_d28b842faf.jpg,Un cane nero in acqua. | Un cane nero sta camminando nell'acqua. | Un cane nero che cammina nell'acqua. | Un cane nero cammina attraverso l'acqua. | Un cane scuro è in un corpo d'acqua.,Un cane nero che nuota in acqua.
3447007090_08d997833a.jpg,Un gruppo di persone attraversa la strada con secchi e pali. | Un gruppo di sette ragazze e ragazzi asiatici stanno aspettando di attraversare una strada. | Un gruppo di adolescenti aspetta di attraversare la strada. | Un gruppo di giovani adulti si trova su una strada di fronte a un muro di mattoni con un alto cancello di legno. | Gruppo di giovani adulti con secchi e ammollo bagnato sulla strada.,Un gruppo di persone che camminano per strada.
3342309960_c694b2cce9.jpg,Un uomo a petto nudo lancia il suo skateboard da una rampa. | Uno skateboarder tenta un trucco senza camicia. | Uno skateboarder che fa un trucco su un corrimano. | Uno skateboarder macina il binario. | Teen si inganna sullo skateboard mentre cavalca il binario.,Una persona che indossa una camicia nera e jeans blu sta facendo un trucco da skateboard.
3350785999_462f333c44.jpg,Una folla di donne e bambini che guardano il fotografo. | Un gruppo di donne e bambini africani che indossano abiti dai colori vivaci. | Un gruppo di persone vestite colorate sono sedute in un mercato. | Numerosi afroamericani che indossano vari tipi di abbigliamento. | Le persone di un villaggio africano sono sedute a terra.,Un gruppo di persone è seduto in una linea di fronte a una folla.
518251319_40e031e818.jpg,"Un uomo con la barba è in piedi accanto a un carrello che regge un cartello di cartone. | Un ragazzo che tiene un cartello, con un carrello della spesa. | Un senzatetto che tiene un cartello scritto su cartone | Un uomo tiene un cartello in cerca di soldi. | Homeless Man implora denaro usando un segno umoristico.","Un uomo tiene un cartello che dice ""abbracci gratuiti""."
2427558437_3e839056d7.jpg,Un grosso cane e un cagnolino si fermano uno vicino all'altro vicino all'acqua. | Un grosso cane marrone e un piccolo cane marrone si trovano uno vicino all'altro accanto a un corpo d'acqua. | I due cani si avvicinano a una spiaggia | Due cani marroni insieme in piedi sulla riva di un lago. | Due cani si passano a vicenda vicino ad un po 'd'acqua.,Due cani che giocano sulla spiaggia.
2574230252_f5a1382dd4.jpg,Un cane nero schizza attraverso l'acqua verdastra. | Un cane nero che cammina attraverso l'acqua schizzata in un torrente roccioso. | Un cane marrone cammina attraverso un ruscello poco profondo. | Un cane verdastro scorre attraverso l'acqua da diverse grandi rocce. | Il cane cammina in acque poco profonde.,Un cane marrone sta schizzando nell'acqua.
909191414_1cf5d85821.jpg,Un ragazzo sta saltando su una pipa a tubo blu mentre una bambina guarda. | Un ragazzo sta saltando mentre sua sorella gioca attorno a un tubo. | Un giovane ragazzo che salta davanti a una ragazza e una casa. | I bambini giocano dentro e intorno a un tubo da giardino nel cortile di una casa. | Due bambini che giocano sopra un tubo d'acqua blu.,Un ragazzo con una camicia blu gioca con un pallone da calcio.
3477712686_8428614c75.jpg,Due ragazzi che lottano nella sabbia mentre un uomo guarda | Due bambini lottano mentre un uomo osserva | Due ragazzini si spengono a vicenda mentre un uomo guarda. | Due giovani ragazzi lottano nella sabbia mentre un uomo guarda. | Due giovani ragazzi che lottano mentre un maschio adulto guarda.,Un uomo con una camicia bianca e un cappello da cowboy sta camminando su una spiaggia.
2325816912_b3bb41cdbb.jpg,Un cane nero che corre attraverso la neve. | Un cane nero corre sulla neve. | Un cane nero che indossa un colletto blu sta correndo attraverso la neve. | Un cane nero con un colletto blu corre nella neve. | Il cane nero ha un colletto blu acceso.,Un cane nero che corre attraverso la neve.
3106857210_07a92577fc.jpg,Una ragazza con una camicia gialla cammina con le mani in tasca su un ponte. | Una donna con una camicia gialla cammina lungo una strada soleggiata. | Una donna con una maglietta gialla e occhiali da sole cammina lungo un marciapiede. | Una donna fuori su una strada che indossa una camicia gialla e occhiali da sole. | Una giovane donna bionda che indossa una camicia gialla che cammina lungo un marciapiede.,Una donna che indossa una giacca gialla cammina per strada.
2695961935_a2a6338f26.jpg,Un cane bianco e nero salta su un ostacolo. | Un cane che salta su pali di salto in alto in spettacolo. | Un cane salta su un ostacolo fuori. | Un piccolo cane salta su un cancello a strisce. | Un piccolo cane salta una barriera.,Un cane salta su un ostacolo.
3703413486_3c682732a0.jpg,Un ragazzo mette fuori un burattino aligator da una finestra di camper. | Due ragazzi che guardano fuori dalla finestra di un camper. | Due ragazzi sbirciano fuori dalla finestra di un camper mentre si tiene un giocattolo ripieno. | Due bambini sbirciano fuori dalla finestra di un camper con un serpente per animali domestici. | Due giovani ragazzi si sporgono dalla finestra di un camper bianco con il loro serpente giocattolo imbottito.,Un uomo con una camicia bianca e jeans blu si trova davanti a un autobus.
1835511273_790eaae6e6.jpg,Un uomo vestito con un vestito rosso. | Un uomo in abito rosso e una maschera rossa si trova accanto a un altro uomo in costume. | Un uomo che indossa un costume rosso si trova vicino agli altri. | Il ragazzo indossa un abito rosso e nero con una maschera abbinata. | L'uomo indossa un vestito rosso e una maschera rossa si trova di fronte a un altro uomo nel camuffamento urbano.,Un uomo con una giacca rossa e un cappello rosso si trova accanto a un altro uomo con una giacca rossa.
271177682_48da79ab33.jpg,Un'auto schizza attraverso il fango e foglie sul pavimento della foresta. | Un'auto a quattro ruote motrici sta schizzando attraverso le pozzanghere su un sentiero fuori strada. | Un grande furgone percorre una strada di consumo in autunno. | Grande SUV che guida attraverso una grande pozzanghera nella foresta. | SUV che schizza acqua fangosa in una foresta.,Un'auto blu attraversa una strada sterrata.
3726130458_07df79e969.jpg,Un giocatore di baseball schiva una palla con la sua mazza alta in aria. | Un giocatore di baseball in un'uniforme bianca sta camminando verso la base mentre una folla di persone guarda dalle gradinate. | Un giocatore di baseball vicino al piatto di casa. | Un giocatore di baseball alza la mazza sopra la sua testa. | Un giocatore di baseball corre per catturare la palla.,Un giocatore di baseball si prepara a lanciare la palla.
297285273_688e44c014.jpg,I bambini che giocano sulle rocce con un battello a vapore sullo sfondo. | I bambini giocano su rocce che fiancheggiano la costa di un luogo con un traghetto vicino. | Tre bambini stanno giocando sul litorale con un traghetto attraccato in background. | Tre bambini che esplorano il litorale roccioso vicino a una barca fluviale. | Tre bambini che giocano su rocce vicino a un lago,Un gruppo di persone è in piedi sulle rocce accanto a un lago.
3532782283_341f0381a3.jpg,Tre persone stanno affrontando le montagne. | Tre persone che guardano verso le montagne. | Tre persone stanno guardando nella direzione di alcune montagne. | Tre persone che guardano le nuvole in montagna. | Tre giovani adulti guardano alla tempesta in avvicinamento.,Un uomo e una donna in piedi su una montagna.
3724150944_fc62e8d5e0.jpg,Un gruppo di giovani ragazzi in squadre avversarie sta giocando a calcio. | Bambini che giocano a calcio vicino alla rete. | Quattro ragazzi che giocano a calcio. | Quattro bambini corrono lungo un campo erboso giocando a calcio. | Il ragazzo con la camicia rossa sta calciando un pallone da calcio.,I bambini giocano a calcio.
207930963_af3a2f1784.jpg,"Un gruppo di persone in attrezzatura protettiva. | Un uomo che guarda in basso indossa abiti da corsa con una moto a destra. | Un uomo sta fuori. | Un uomo che indossa abiti da bici da terra, con un logo in primo piano. | Una persona in bici in bici in piedi con le montagne sullo sfondo.",Un uomo con una camicia blu e un cappello da cowboy si trova su una bici da terra.
2441354291_b32e00e5a6.jpg,Un bambino con scarpe verdi sta schizzando in una pozzanghera. | Un bambino sta camminando attraverso una pozzanghera indossando sandali verdi | Un bambino che indossa stivali verdi che giocano in una pozzanghera | Il bambino sta attraversando una pozzanghera in una strada. | Il ragazzino sta saltando in una pozzanghera per strada.,Un bambino che indossa una camicia rossa corre lungo la strada.
3675825945_96b2916959.jpg,Un uomo in skateboard in una piscina vuota. | Un uomo cavalca uno skateboard sul lato di una piscina vuota. | Uno skateboarder vestito di bianco sta cadendo in una ciotola blu. | Uno skateboarder appeso al bordo di una ciotola in uno skate park. | Uno skateboarder in una piscina vuota.,Un uomo con una camicia gialla sta facendo un trucco su una rampa.
3274691778_94bb57bba3.jpg,"Una band che suona in una zona indoor oscura. | Una band di tre persone si esibisce su un piccolo palcoscenico. | Band dal vivo a Underground Cabana | Le sagome di un uomo a sinistra, una donna con le braccia nel mezzo e una donna a destra. | Tre persone si trovano in una stanza scarsamente illuminata con pareti dorate decorate con ovali rossi e lettere nere.",Un gruppo di persone è in piedi in una stanza buia.
1432179046_8e3d75cf81.jpg,Un uomo nella distanza vicina indica una berlina d'argento vicino a lui. | Un uomo sta giocando a tennis con se stesso contro un grande muro in un parcheggio. | Un uomo cammina verso un'auto in un parcheggio. | L'uomo si trova fuori contro il muro con la racchetta da tennis al buio. | L'uomo sta giocando a tennis contro l'edificio.,Un uomo che cammina lungo una strada sterrata.
109738916_236dc456ac.jpg,Le persone stanno cavalcando motoslitte. | La gente si pone con caschi e occhiali mentre cavalcano motoslitte. | Diverse persone si stanno facendo una pausa durante un giro in motoslitta. | Tre persone e due motoslitte. | Due uomini con il casco si siedono su motoslitte gialle mentre un altro uomo sta dietro a guardare.,Un gruppo di persone è seduto su una collina innevata.
1321949151_77b77b4617.jpg,Un bambino e una bambina sono sdraiati su una panchina nera circondata da adulti. | Persone in un museo in piedi vicino alle panchine con due bambini sdraiati e una persona seduta. | Due bambini e alcuni adulti sono seduti su una fila di divani neri. | Due bambini si trovano su panchine gonfie in un museo mentre quattro adulti guardano. | Due bambini stanchi poggiano sui divani in un museo d'arte mentre gli adulti intorno a loro vedono l'arte.,Un uomo e una donna si siedono su una panchina del parco.
2773011586_6f4cd41e84.jpg,Le persone stanno andando a fare un giro in un parco a tema o un carnevale. | I cavalieri nel giro di tronchi gettano le braccia in aria per divertirsi mentre si preparano per la discesa acquosa. | Due persone stanno cavalcando un canale di tronchi in un parco a tema. | Due persone alzano le braccia in un giro sulle montagne russe | Il parco di divertimenti per l'acqua cavalca con le persone dentro di notte.,Un gruppo di persone che giocano a basket in un parco.
2894576909_99c85fd7a7.jpg,Un kayaker si schianta contro la forza dell'onda. | una persona solitaria in una barca rossa su un fiume selvatico con un solo padel | Un uomo pilota un kayak attraverso rapide ruvide. | Una persona fluviale. | Questa persona in un kayak rosso affronta una sfida nelle rapide.,Un surfista in una muta nera cavalca un'onda.
3073579130_7c95d16a7f.jpg,"Un uomo indossa una bandanna rossa | Un uomo con una testa di copertura. | Un uomo che indossa una sciarpa araba, con un altro uomo sullo sfondo. | Un uomo bianco in un turbante. | Uomo con peli del viso che indossa il velo in stile palestinese rosso e bianco.",Un uomo con un cappello da cowboy e una giacca di pelle si trova accanto a un altro uomo che indossa un cappello.
2203449950_e51d0f9065.jpg,"Una ragazza con un abito rosa brillante, che balla sull'erba. | Un bambino in un abito rosa cammina attraverso l'erba. | Una ragazza vestita con un abito da costume da principessa | Una ragazza vestita con un costume da principessa fuori. | La ragazza in piedi sull'erba indossa un vestito rosa.",Una bambina in un abito bianco e un abito rosa che corre sull'erba.
3583903436_028b06c489.jpg,Un ragazzo sta giocando su un'altalena verde di fronte a un fienile di legno. | Un ragazzo oscilla su un'altalena verde fuori da una vecchia struttura in legno. | Un ragazzo in un'oscillazione verde cavalca attraverso l'aria vicino a un fienile. | Un ragazzo oscilla accanto a un vecchio edificio di legno. | Il ragazzo oscilla accanto al fienile.,Un ragazzo con una camicia verde sta giocando con un pallone da calcio.
2496236371_61dec88113.jpg,Un uomo in moto fa una ruota in pista. | Un uomo su un razzo rosso. | Un pilota motociclistico che fa una ruota. | Qualcuno in un'uniforme rossa e bianca sta guidando una motocicletta rossa e bianca lungo una pista con la ruota anteriore in aria. | La motocicletta rossa tira una ruota in pista.,Una persona che cavalca una bici da terra su una pista sporca.
3514179514_cbc3371b92.jpg,Un giocatore di baseball tenta di prendere una palla mentre un altro corre verso la base. | Un giocatore di baseball cattura la palla mentre il battitore raggiunge la base. | Un baseman cerca di prendere una palla mentre un corridore cerca di fare la base in una partita della comunità. | Un arbitro in una partita di baseball si accovaccia per prendere una palla mentre un membro della squadra avversario corre verso Homebase. | Due bambini stanno giocando a baseball,Un giocatore di baseball si prepara a lanciare la palla.
3319489465_c65c91e4f2.jpg,Una cowgirl si angolare un canna che cavalca un cavallo. | Una donna con una camicia rosa indossa cavalca un cavallo in un rodeo. | Una donna che indossa un cappello da cowboy e una camicia rosa sta liberando un cavallo in una competizione. | Qualcuno in una camicia rosa sta cavalcando un cavallo marrone in un rodeo. | Il cavallo marrone si trova accanto a una canna rossa al rodeo.,Un cavallo marrone e bianco sta cavalcando un cavallo marrone.
2477623312_58e8e8c8af.jpg,Un bambino in inverno sta posando mentre una folla di persone si siede e si mette dietro di lei. | Una ragazza che balla. | Una ragazza si trova su una gamba. | Primo piano della bambina che balla | La piccola ragazza dai capelli biondi in una felpa grigia balla in un parco con persone sedute dietro di lei.,Una ragazza con una camicia a strisce sta oscillando su un'altalena.
2500354186_0836309cc9.jpg,Un ragazzo cammina attraverso un polveroso cortile roccioso con una gomma in bicicletta sulla spalla. | Un bambino piccolo porta un grande cerchio. | Un bambino piccolo tiene una gomma sopra la spalla. | Un ragazzo molto piccolo porta una gomma in bicicletta sulla spalla. | Un ragazzo porta la gomma per pneumatici lungo una strada sporca.,Un ragazzo con una camicia verde sta camminando su una strada sterrata.
33108590_d685bfe51c.jpg,Una giovane coppia ispeziona la merce da un venditore di strada. | Le persone si stanno radunando attorno a un tavolo di cibo e fuori da un taxi Wisks. | Tre persone preparano un tavolo pieno di cibo con un'auto della polizia sullo sfondo. | Due persone guardano un venditore stradale. | Due donne e un uomo a un bancone alimentare con luci fioche.,Un gruppo di persone sedute a un tavolo.
3429142249_d09a32e291.jpg,Uno scalatore appeso a una scelta di ghiaccio sul lato di una cascata congelata. | Uno scalatore con un cappello blu sta ridimensionando una scogliera di roccia ghiacciata. | Un uomo si respinge lungo una montagna innevata. | Uno scalatore roccioso ridimensiona una parete ghiacciata. | Lo scalatore indossa una giacca rossa mentre si arrampica sul ghiaccio.,Un uomo si arrampica su una montagna innevata.
359837950_9e22ffe6c2.jpg,Un cane nero sta attraversando un paesaggio roccioso. | Un cane nero sta correndo a terra rocciosa sotto un cielo blu nuvoloso. | Un cane nero che cammina lungo un terreno roccioso. | Un cane nero cammina attraverso un paesaggio roccioso e erboso sotto un cielo blu e nuvoloso. | Un cane su terreno roccioso,Un cane nero sta correndo attraverso la neve.
2781296531_f6f0f6c0f5.jpg,Un ragazzo viene schizzato in faccia da un giocattolo da parco giochi in un parco acquatico. | Un ragazzo in un parco acquatico che viene spruzzato in faccia da un rubinetto decorato per sembrare un cavalluccio marino. | Un ragazzo viene schizzato in faccia da un giocattolo in acqua blu. | Il ragazzo sta attraversando gli irrigatori. | Il ragazzino sta attraversando gli irrigatori.,Una ragazza in costume da bagno blu sta saltando in aria.
