image_id,original_captions,generated_caption
3683592946_262e9bfbfd.jpg,Ptak stoi na skale obok swoich sześciu dzieci. | Kaczor mamusi idzie po skałach z grupą małych kaczek. | Dorosła kaczka stoi na skale z siedmioma dziecięcymi kaczek w pobliżu. | Matka ptaka patrzy na swoje dzieci. | Jest dorosła kaczka i kilka małych kaczek.,Dwie młode dziewczyny bawią się na zewnątrz.
424869823_7aec015d87.jpg,"Mała dziewczynka trzyma ją za rękę, aby wyglądała, że ​​tęcza kończy się w jej dłoni. | Młoda dziewczyna przed tęczy. | Dziewczyny pozujące Rainbow na niebie. | Dziewczyna ma na sobie niebieski strój i wyciąga rękę do tęczy. | Młoda dziewczyna pochyliła się, by dotknąć tęczy.",Dwoje małych dzieci bawi się na polu.
1105959054_9c3a738096.jpg,Dziecko maluje zdjęcie. | Artysta maluje chmury na płótnie. | Młoda dziewczyna maluje zdjęcie. | Młoda dziewczyna z warkoczami maluje kolorami wody na białym papierze na ścianie. | Dziecko maluje duży papier z kolorami wody.,Małe dziecko wspina się na skalnej ścianie.
2158247955_484f0a1f11.jpg,"Trzy psy biegają śnieżną ścieżką. | Trzy psy biegają przez śnieg z torami opon. | Trzy psy zmieniają kierunek wzdłuż śniegu, prowadzącym z niskiego pola. | Trzy psy biegają na śniegu. | Trzy psy biegające na torach opon na śniegu.",Dwa psy bawią się na śniegu.
2286823363_7d554ea740.jpg,Mały chłopiec skaczący z jednego krzesła do drugiego. | Młody chłopiec skacze z jednego czarnego krzesła na drugie. | Młody chłopiec skacze z jednego krzesła do drugiego. | Młody chłopiec skaczący z jednego krzesła do drugiego w swoim domu | Młody chłopiec skacze z krzesła na krzesło.,Małe dziecko wskakuje do basenu.
2845691057_d4ab89d889.jpg,"Blondynka trzyma parasol nad kierowcą samochodu wyścigowego. | Para na zewnątrz w deszczu w wyścigu karnym, w którym ściga się. | Mężczyzna siedzi w samochodzie wyścigowym w pobliżu kobiety z parasolem. | Kobieta trzymająca parasol nad osobą w samochodzie wyścigowym. | Lady trzymająca parasol nad kierowcą samochodu wyścigowego.",Dwóch mężczyzn gra w koszykówkę.
842960985_91daf0d6ec.jpg,"Mężczyzna w beżowym płaszczu idzie w deszczu. | Mężczyzna w brązowym płaszczu i niebieskie dżinsy idzie z czarnym parasolem na głowie. | Mężczyzna w trenczu idzie z parasolem. | Mężczyzna o białych włosach, długi płaszcz i parasol przechodzi obok parkingu. | Mężczyzna spacerujący z parasolem na ponurej ulicy.",Mężczyzna stoi na chodniku w pobliżu ulicy miejskiej.
3365602213_dd3287a633.jpg,Dzieciak wspina się na kurs linowy. | Mała dziewczynka wspinająca się w aparat linowy. | Młoda dziewczyna wspinająca się w drabinę linową | Dzieci wspinają się na siłownię w dżungli. | Młoda dziewczyna i chłopiec przekraczają most linowy,Chłopiec wspina się na skalnej ścianie.
2259203920_6b93b721ce.jpg,Fox Terrier skacze po piłce. | Mały pies na smyczy skacze w kierunku różowej piłki | Terrier ścigający czerwoną piłkę. | Biały i brązowy pies skacze w kierunku czerwonej kulki. | Mały biały pies noszący smycz skakał po czerwonej piłce.,Biały pies biegnie przez las.
3242263536_a436f19257.jpg,Mężczyzna na rolkach robi sztuczkę. | Mężczyzna jadący na deskorolce na pół rury w ciemności. | Rollerskater wykonuje sztuczki na pół rury. | Skateboarder wykonuje sztuczkę na rampie. | Na czarnej powierzchni znajduje się facet w szarej i białej koszuli w paski i czarnych spodniach.,Skateboarder wykonuje sztuczkę w skateparku.
2630507245_bea4804288.jpg,Szybki greyhound podczas wyścigu. | Greyhound pies biegnie przez obrót na błotnistym torze. | Wyścig Greyhound Pies w numerze 8. | Pies z numerem wyścigowym jest w połowie skoczni | Greyhound wyścigowy biegnie na torze wyścigowym.,Greyhound ściga się po torze.
294549892_babb130543.jpg,"2 osoby z białymi czapkami patrząc na górę | Grupa ludzi siedzi na szczycie klifu i patrzy na bok. | Trzech turystów siedzą na zboczu góry, patrząc na widok, jeden używa lornetki. | Trzech mężczyzn siedzących na wzgórzu patrząc na góry i niebo. | Trzy osoby siedzą i patrzą na góry.",Mężczyzna stoi na szczycie góry.
2300920203_f29260b1db.jpg,"Blond pies bawiący się kolorową zabawką dla psów. | Puszysty pies patrząc na żółtą zabawkę do żucia. | Puszysty pies bawi się małą zabawką w salonie. | Puszysty, jasnobrązowy pies upuszczający kolorową zabawkę. | Kudłaty biały pies bawi się kolorową zabawką do żucia.",Dwa psy bawią się razem.
3042405316_ba3a01926b.jpg,Dziewczyna w niebieskim swetrze z białym wzorem wskakuje do stosu liści. | Dziewczyna w swetrze nurkująca w stos liści. | Dziewczyna wskakuje na stos liści | Dziewczyna wskakuje do stosu liści. | Młoda dziewczyna nurkuje na stosie brązowych liści na podwórku.,Mała dziewczynka bawi się w stosie liści.
3295671644_0e10891b6d.jpg,Czarno -biały pies patrzy na aparat. | Miniaturowy pies rasy biegnie w słomnym rozrzuconym polu. | Mały pies stoi na polu. | Pies stojący z 1 stopą na dużym polu. | Mały pies z dużymi uszami jest na polu.,Brązowy i biały pies biegnie przez pole.
2127207912_9298824e66.jpg,"Dwoje ludzi stoi na skale, trzymając się przy kolejnej skale, patrząc w dół | Trzy osoby przechodzą przez skalisty teren. | Trzy osoby biorą udział w wspinaczce. | Dwie żeńskie turystyki wisi przed nimi, patrząc w dół na głęboką szczelinę. | Dwie osoby w plecakach i kobieta w czerwonych szortach stoi na dużych formacjach skalnych.",Mężczyzna wspina się na skalnej ścianie.
484896012_7787d04f41.jpg,Chłopiec kopie piłkę nożną wysoko. | Mały chłopiec na jasnozielonym polu kopnął piłkę nożną bardzo wysoko w powietrzu. | Mały chłopiec ubrany w czerwono kopie piłkę nożną nad trawą. | młody chłopak bawiący się piłką nożną na polu | Młody chłopiec kopie czerwono -białą piłkę nożną na trawiastym polu,Małe dziecko bawi się piłką nożną na trawie.
2399114095_c3196ff456.jpg,"Dwa czarno -białe psy walczące na śniegu | Dwa psy noszące zęby na sobie na śniegu. | Dwa psy walczą na śniegu. | Dwa psy o tym samym kolorystyce wyglądają, jakby ugryzły się w twarz. | Dwa futrzane brązowe psy walczą w głęboko białym śniegu.",Dwa psy bawią się na śniegu.
241345811_46b5f157d4.jpg,"Trener rozmawia z piłkarzem podczas limitu czasu. | Trener piłki nożnej rozmawia z zawodnikiem. | Piłkarz w Red and White rozmawia z trenerem. | Trener rozmawia z piłkarzem, innymi zawodnikami i tłumem w tle. | Na boisku jest piłkarz w Red Jersey, rozmawia ze swoim trenerem.",Dwóch mężczyzn gra w piłkę nożną.
2394824046_51cec8e5e7.jpg,Buddista czci Buddę. | Mężczyzna siedzi przed buddyjskim pomnikiem. | Mężczyzna stoi przed posągiem. | Osoba modli się do świątyni. | Mnich Modlitwa przed posągiem Buddy.,Dwóch mężczyzn stoi przed tłumem.
3257103624_e76f25ff9e.jpg,"Mężczyzna w ciemnym biegu i mężczyzna w jasnym biegu przesuwa się przez głęboką wodę. | Dwóch mężczyzn ściga się w wodzie. | Dwóch mężczyzn, jeden w niebieskiej puchu, stoją w głębokiej wodzie. | Dwóch mężczyzn, chodzą w talii głęboko w wodzie, z jedną małą koszulą z zielonymi włosami i jasnymi różowymi ramionami. | Dwóch mężczyzn przechodzi przez wodę.",Dwoje małych dzieci bawi się w wodzie.
3273489163_8209545810.jpg,"Grupa stoi na płytkach do szachownicy. | Wiele osób stoi wokół czytania. | Ludzie stoją na platformie kolejowej czytającej gazety. | Ludzie stoją w czytaniu dokumentów, czekając na metro. | Ludzie czekają na pociąg na platformie kafelkowej.",Dwóch mężczyzn gra w koszykówkę.
2266142543_b2de18c081.jpg,"Mężczyzna w czarnej koszulce spoglądając w dół, gdy trzyma drinka. | Mężczyzna w czerni z szklankami patrzy na drinka. | Mężczyzna ubrany w czarną czapkę i okulary patrzy na obiekt w jego dłoni. | Mężczyzna z czapką baseballową na tyłek trzyma filiżankę | Mężczyzna z czarnymi szklankami śpiącymi z drinkiem w dłoni",Mężczyzna w okularach przeciwsłonecznych gra na gitarze.
469617651_278e586e46.jpg,"Kilka osób siedzi na krzesłach w poczekalni oświetlonej światłem słonecznym. | Linia białych krzeseł złożona i kilka nieokreślonych ludzi siedzących w tle. | Ludzie czekają na krzesłach, jedna osoba ma but. | Zdjęcie wnętrza miejsca z krzesłami i ludźmi siedzącymi w nich. | Niektórzy ludzie siedzą na siedzeniach pod białym szklanym baldachimem.",Dwóch mężczyzn gra w koszykówkę.
1193116658_c0161c35b5.jpg,"Dziewczyna jeździ na monocyklu, gdy inna jeździ obok niej skuter. | Dziewczyna jeździ na monocyklu z dzieckiem, które jeździ na skuter. | Młoda dziewczyna jeździ monocyklem obok innego jazdy na skuter na ruchliwej ulicy. | Dziewczyna na monocyklu wyciąga rękę na dziecko na skuter. | Na monocyklu jest dziewczyna i dziecko na hulajnodze.",Małe dziecko jeździ na rowerze w wyścigu.
3150252702_828a570d46.jpg,Osoba jadąca na snowboardzie przechodzi przez śnieżną rampę. | Snowboarder odlatuje z ogromnego skoku. | Snowboardzista leci w powietrzu po opuszczeniu dużej rampy śnieżnej. | osoba na snowboardu w powietrzu | Snowboarder skacze w powietrzu na swojej planszy.,Osoba w żółtej kurtce jeździ na nartach.
2864340145_d28b842faf.jpg,Czarny pies w wodzie. | Czarny pies idzie przez wodę. | Czarny pies spacerujący po wodzie. | Czarny pies przechodzi przez wodę. | Mroczny pies znajduje się w zbiorniku wodnym.,Czarny pies pływa w wodzie.
3447007090_08d997833a.jpg,Grupa ludzi przekracza ulicę wiadrami i słupami. | Grupa siedmiu azjatyckich dziewcząt i chłopców czeka na przejście przez ulicę. | Grupa nastolatków czeka na przejście przez ulicę. | Grupa młodych dorosłych stoi na ulicy przed ceglaną ścianą z wysoką drewnianą bramą. | Grupa młodych dorosłych z wiadrami i moczącymi na ulicy.,"Dwóch mężczyzn stoi na ulicy, podczas gdy inni patrzą."
3342309960_c694b2cce9.jpg,Gołego szczebla mężczyzna wypuszcza deskorolkę z rampy. | Skateboarder próbuje sztuczki bez koszuli. | Skateboarder robi sztuczkę na poręczy. | Skateboarder szlifuje szynę. | Nastolatek podchodzi na deskorolce podczas jazdy po szynie.,Dwóch mężczyzn gra w koszykówkę.
3350785999_462f333c44.jpg,Tłum kobiet i dzieci patrząc na fotografa. | Grupa afrykańskich kobiet i dzieci w jaskrawych ubraniach. | Grupa kolorowo ubranych ludzi siedzi na rynku. | Wielu Afroamerykanów noszących różne rodzaje ubrań. | Ludzie z afrykańskiej wioski siedzą na ziemi.,Grupa ludzi siedzących na ziemi.
518251319_40e031e818.jpg,"Brodaty mężczyzna stoi przy koszyku, który trzyma kartonowy znak. | Facet trzymający znak z koszykiem. | Bezdomny trzymający znak napisany na tekturze | Mężczyzna trzyma znak poszukujący pieniędzy. | Bezdomny błagający o pieniądze za pomocą humorystycznego znaku.",Dwóch mężczyzn gra w koszykówkę.
2427558437_3e839056d7.jpg,Duży pies i mały pies stoją blisko siebie w pobliżu wody. | Duży brązowy pies i mały brązowy pies stoją obok siebie obok zbiornika wodnego. | Dwa psy przechodzą obok siebie na plaży | Dwa brązowe psy razem stoją na brzegu jeziora. | Dwa psy mijają się w pobliżu wody.,Dwa psy bawią się w wodzie.
2574230252_f5a1382dd4.jpg,Czarny pies rozpryska się przez zielonkawą wodę. | Czarny pies spacerujący przez rozpryskiwanie wody w skalistym potoku. | Brązowy pies idzie przez płytki strumień. | Zielonego pies biegnie przez wodę przez kilka dużych skał. | Pies idzie po płytkiej wodzie.,Brązowy pies biegnie przez wodę.
909191414_1cf5d85821.jpg,"Chłopiec skacze nad niebieską rurą węża, gdy patrzy mała dziewczynka. | Chłopiec skacze, podczas gdy jego siostra bawi się wokół węża. | Młody chłopiec skaczący przed młodą dziewczyną i domem. | Dzieci bawią się w rurce ogrodowej na podwórku domu. | Dwoje dzieci bawiących się nad niebieskim wąż wodnym.",Małe dziecko bawi się na placu zabaw.
3477712686_8428614c75.jpg,"Dwóch chłopców walczących w piasku, podczas gdy mężczyzna patrzy | Dwoje dzieci zmaga się, jak obserwuje mężczyzna | Dwóch małych chłopców zmywa się z siebie, gdy mężczyzna obserwuje. | Dwóch młodych chłopców walczy w piasku, podczas gdy mężczyzna patrzy. | Dwóch młodych chłopców zmaga się, podczas gdy dorosły mężczyzna patrzy.",Dwóch mężczyzn gra w piłkę nożną.
2325816912_b3bb41cdbb.jpg,Czarny pies biegający przez śnieg. | Czarny pies biegnie przez śnieg. | Czarny pies w niebieskim kołnierzu biegnie przez śnieg. | Czarny pies z niebieskim kołnierzem biegnie na śniegu. | Czarny pies ma niebieski kołnierz.,Czarny pies biegnie przez śnieg.
3106857210_07a92577fc.jpg,Dziewczyna w żółtej koszuli idzie rękami w kieszeni na moście. | Kobieta w żółtej koszuli idzie słoneczną ulicą. | Kobieta w żółtej koszulce i okularach przeciwsłonecznych schodzi chodnikiem. | Kobieta na zewnątrz na ulicy w żółtej koszuli i okularach przeciwsłonecznych. | Młoda blond kobieta ubrana w żółtą koszulę idącą chodnikiem.,Młoda dziewczyna ubrana w białą koszulę i okulary przeciwsłoneczne stoi na chodniku.
2695961935_a2a6338f26.jpg,Czarno -biały pies przeskakuje nad przeszkodą. | Pies przeskakujący na szczycie skoku wzwyż na pokazie. | Pies przeskakuje nad przeszkodą na zewnątrz. | Mały pies przeskakuje nad bramą w paski. | Mały pies skacze barierę.,Czarno -biały pies przeskakuje nad przeszkodą.
3703413486_3c682732a0.jpg,"Chłopiec wystaje marionetkę Aligator z okna furgonetki. | Dwóch chłopców spoglądających przez okno RV. | Dwóch chłopców wychodzi przez okno RV, a jeden trzyma nadziewaną zabawkę. | Dwoje dzieci zerka przez okno RV z węża zwierząt. | Dwóch młodych chłopców wychyla się przez okno białego kempingu z nadziewanym węża z zabawkami.",Dwóch mężczyzn gra w koszykówkę.
1835511273_790eaae6e6.jpg,"Mężczyzna ubrany w czerwony strój. | Mężczyzna w czerwonym garniturze i czerwona maska ​​stoi obok innego kostiumu. | Mężczyzna noszący czerwony kostium stoi w pobliżu innych. | Facet ma na sobie czerwony i czarny strój z pasującą maską. | Mężczyzna ma na sobie czerwony strój, a czerwona maska ​​stoi przed innym mężczyzną w kamuflażu miejskim.",Dwóch mężczyzn w kostiumach kąpielowych stoi przed tłumem.
271177682_48da79ab33.jpg,Samochód rozpryska się przez błoto i liście na leśnej podłodze. | Samochód z czterech kołowa przesuwa się przez kałuże na szlaku poza drogą. | Duża furgonetka jesienią jesienią droga. | Duży SUV jadący przez dużą kałużę w lesie. | SUV rozpryskuje błotnistą wodę w lesie.,Samochód wyścigowy jedzie polnej drodze.
3726130458_07df79e969.jpg,"Gracz baseballowy uchyla piłkę z nietoperzem wysoko w powietrzu. | Baseballista w białym mundurze idzie do bazy, podczas gdy tłum ludzi patrzy na trybuny. | Baseballista w pobliżu płyty domowej. | Gracz baseballowy podnosi nietoperz nad głową. | Gracz baseballowy biegnie, by złapać piłkę.",Dwóch mężczyzn grających w piłkę nożną.
297285273_688e44c014.jpg,Dzieci bawiące się na skałach z parką w tle. | Dzieci bawią się na skałach wyznaczających wybrzeże lokalizacji z pobliskim promem. | Troje dzieci bawi się na linii brzegowej z promem zadokowanym w tle. | Troje dzieci zwiedzających skalistą linię brzegową w pobliżu łodzi rzecznych. | Troje dzieci bawiących się na skałach w pobliżu jeziora,Dwie osoby siedzą na ławce w pobliżu rzeki.
3532782283_341f0381a3.jpg,Trzy osoby stoją w obliczu gór. | Trzy osoby patrzące w stronę gór. | Trzy osoby patrzą w kierunku niektórych gór. | Trzy osoby obserwujące chmury w górach. | Trzech młodych dorosłych patrzy na zbliżającą się burzę.,Dwóch mężczyzn stoi na szczycie góry.
3724150944_fc62e8d5e0.jpg,Grupa młodych chłopców w drużynach przeciwnych gra w piłkę nożną. | Dzieci bawiące się w piłkę nożną w pobliżu siatki bramkowej. | Czterech chłopców grających w piłkę nożną. | Czworo dzieci biegnie wzdłuż trawiastego boiska grającego w piłkę nożną. | Młody chłopiec w czerwonej koszuli kopie piłkę nożną.,Dwóch mężczyzn gra w piłkę nożną.
207930963_af3a2f1784.jpg,Grupa osób w sprzęcie ochronnym. | Mężczyzna spoglądający w dół w wyścigach z motocyklem po prawej stronie. | Mężczyzna stoi na zewnątrz. | Mężczyzna w brudnych ubraniach rowerowych z logo w zbliżeniu. | Osoba w sprzęcie do jazdy rowerowej stojącej z górami w tle.,Dwóch mężczyzn stoi na szczycie rampy.
2441354291_b32e00e5a6.jpg,Dziecko w zielonych butach rozpryska się w kałuży. | Dziecko przechodzi przez kałużę w zielonych sandałach | małe dziecko w zielonych butach bawiących się w błotnej kałuży | Dziecko biegnie przez kałużę na ulicy. | Mały chłopiec wskakuje do kałuży na ulicy.,Małe dziecko w czerwonej koszuli jeździ na chodniku.
3675825945_96b2916959.jpg,Mężczyzna na deskorolce w pustym basenie. | Mężczyzna jeździ na deskorolce po stronie pustej basenu. | Skateboarder ubrany na biało wpada do niebieskiej miski. | Skateboarder zwisający z krawędzi miski w skateparku. | Skateboarder w pustej basenie.,Skateboarder wykonuje sztuczkę na rampie.
3274691778_94bb57bba3.jpg,"Zespół grający w ciemnej wewnętrznej okolicy. | Zespół trzyosobowy występuje na małej scenie. | Zespół na żywo w Underground Cabana | Sylwetki mężczyzny po lewej, kobieta z ramionami na środku i kobieta po prawej. | Trzy osoby są w słabo oświetlonym pokoju ze złotymi ścianami ozdobionymi czerwonymi owalemi i czarnym napisem.",Dwóch mężczyzn gra na gitarze.
1432179046_8e3d75cf81.jpg,Mężczyzna w bliskiej odległości wskazuje na srebrnego sedana w pobliżu niego. | Mężczyzna gra w tenisa ze sobą o dużą ścianę na parkingu. | Mężczyzna podchodzi do samochodu na parkingu. | Mężczyzna stoi na zewnątrz na ścianie z rakietą tenisową w ciemności. | Mężczyzna gra w tenisa przeciwko budynku.,Dwóch mężczyzn stoi na chodniku.
109738916_236dc456ac.jpg,"Ludzie jeżdżą na skuterach śnieżnych. | Ludzie pozują hełmy i gogle podczas jazdy na skuterach śnieżnych. | Kilka osób robi sobie przerwę podczas jazdy na skuterach śnieżnych. | Trzy osoby i dwa skutery śnieżne. | Dwóch mężczyzn z hełmem siedzi na żółtych skuterach śnieżnych, podczas gdy inny mężczyzna stoi za obserwowaniem.",Dwoje małych dzieci bawi się w wodzie.
1321949151_77b77b4617.jpg,"Mały chłopiec i mała dziewczynka leżą na czarnej ławce otoczonej przez dorosłych. | Ludzie w muzeum stojącym przy ławkach z dwojem dzieci i jednej osoby siedzącej. | Dwoje dzieci i niektórzy dorośli siedzą na rzędu czarnych kanap. | Dwoje dzieci leży na puszystych ławkach w muzeum, podczas gdy czterech dorosłych patrzy. | Dwoje zmęczonych dzieci spoczywa na kanapach w muzeum sztuki, podczas gdy dorośli wokół nich postrzegają sztukę.",Dwóch mężczyzn siedzi na ławce w parku.
2773011586_6f4cd41e84.jpg,"Ludzie jeżdżą na przejażdżce w parku rozrywki lub karnawału. | Jeźdźcy w jeździe z bali rzucają rękami w powietrze z przyjemnością, przygotowując się do wodnistego pochodzenia. | Dwie osoby spływają z kłód w parku rozrywki. | Dwie osoby podnoszą ręce podczas jazdy na kolejce górskiej | Woda z rozrywką rozrywki Ride z ludźmi w nocy.",Dwóch mężczyzn gra w koszykówkę.
2894576909_99c85fd7a7.jpg,Kajakarz rozbija się przeciwko sile fali. | samotna osoba na czerwonej łodzi na dzikiej rzece z tylko jednym padel | Mężczyzna pilotuje kajaka przez Rough Rapids. | Riverrafting. | Ta osoba na czerwonej kajaku stoi przed wyzwaniem w Rapids.,Surfer jeździ falą.
3073579130_7c95d16a7f.jpg,"Mężczyzna nosi czerwoną bandanę | Mężczyzna z osłoną głowy. | Mężczyzna w arabskim szaliku, z innym mężczyzną w tle. | Biały człowiek w turbanie. | Mężczyzna z włosami na twarzy w czerwono -białym palestyńskim w stylu chusty.",Mężczyzna w okularach przeciwsłonecznych siedzi na zewnątrz.
2203449950_e51d0f9065.jpg,"Dziewczyna w plisowanej różowej sukience, tańcząca na trawie. | Toddler w różowej sukience idzie po trawie. | Młoda dziewczyna ubrana w sukienkę kostiumową księżniczki | Młoda dziewczyna ubrana w kostium księżniczki na zewnątrz. | Młoda dziewczyna stojąca na trawie ma na sobie różową sukienkę.",Mała dziewczynka w różowej sukience biegnie na trawie.
3583903436_028b06c489.jpg,Chłopiec bawi się na zielonej huśtawce przed drewnianą stodołą. | Chłopcy kołysze się na zielonej huśtawce przed starą drewnianą konstrukcją. | Młody chłopiec w zielonej huśtawce jeździ w powietrzu w pobliżu stodoły. | Młody chłopiec kołysze się obok starego drewnianego budynku. | Chłopiec kołysze się obok stodoły.,Małe dziecko bawi się na placu zabaw.
2496236371_61dec88113.jpg,Mężczyzna na motocyklu robi kółko na torze. | Mężczyzna na czerwonej rakiecie. | Jeździec motocyklowy wykonujący kółek. | Ktoś w czerwono -białym mundurze napędza czerwony i biały motocykl po torach z przednim kołem w powietrzu. | Czerwony motocykl przyciąga kółkę na torze wyścigowym.,Osoba na motocyklu jeździ na motocyklu.
3514179514_cbc3371b92.jpg,"Baseballista próbuje złapać piłkę, a inny biegnie w kierunku bazy. | Gracz baseballowy łapie piłkę, a pałkarz dociera do podstawy. | Baseman próbuje złapać piłkę, a biegacz próbuje stworzyć bazę w grze społecznej. | Sędzia w meczu baseballowym kuca, aby złapać piłkę, podczas gdy członek drużyny przeciwnej biegnie do Homebase. | Dwoje dzieci gra w baseball",Dwóch mężczyzn gra w piłkę nożną.
3319489465_c65c91e4f2.jpg,Cowgirl zakręca beczką jadącą koniem. | Kobieta w różowej koszuli nosi jeździ koniem w rodeo. | Kobieta w kowbojskim kapeluszu i różowej koszuli pozbywa się konia w konkursie. | Ktoś w różowej koszuli jeździ brązowym koniem w rodeo. | Brązowy koń znajduje się obok czerwonej lufy w rodeo.,Dwóch mężczyzn jeździ koniem.
2477623312_58e8e8c8af.jpg,"Dziecko w zimowym sprzęcie pozuje, podczas gdy tłum ludzi siedzi i stoi za nią. | Młoda dziewczyna tańczy. | Młoda dziewczyna stoi na jednej nodze. | Zbliżenie tańca małej dziewczynki | Mała blond włosa dziewczyna w szarej bluzie tańczy w parku z ludźmi siedzącymi za nią.",Małe dziecko bawi się na placu zabaw.
2500354186_0836309cc9.jpg,Chłopiec idzie po zakurzonym skalistym podwórku z oponą rowerową na ramieniu. | Małe dziecko ma duży obręcz. | Małe dziecko trzyma oponę nad ramieniem. | Bardzo mały chłopiec nosi oponę rowerową na ramieniu. | Młody chłopiec nosi gumę opon brudną drogą.,Małe dziecko bawi się na plaży.
33108590_d685bfe51c.jpg,Młoda para sprawdza towary od sprzedawcy ulicznego. | Ludzie zbierają się przy stole z jedzeniem i poza wirbami taksówek. | Trzy osoby przygotowują stół pełen jedzenia samochodem policyjnym w tle. | Dwie osoby patrzą na sprzedawcę ulicznego. | Dwie kobiety i mężczyzna na ladzie żywności w słabych światłach.,Dwóch mężczyzn gra w koszykówkę.
3429142249_d09a32e291.jpg,"Wspinacz zwisający z lodu z boku zamrożonego wodospadu. | Wspinacz z niebieskim kapeluszem skaluje lodowaty rockowy klif. | Mężczyzna odstrasza śnieżną górę. | Skalowy wspinacz skaluje lodowatą ścianę. | Wspinacz ma na sobie czerwoną kurtkę, gdy wspina się na lodzie.",Mężczyzna wspina się na skalnej ścianie.
359837950_9e22ffe6c2.jpg,"Czarny pies biegnie przez skalisty krajobraz. | Czarny pies prowadzi guver Rocky Ground pod pochmurnym błękitnym niebem. | Czarny pies spacerujący wzdłuż skalistego terenu. | Czarny pies przechodzi przez skalisty, trawiasty krajobraz pod niebieskim, pochmurnym niebo. | Pies na skalistym terenie",Czarny pies biegnie przez śnieg.
