image_id,original_captions,generated_caption
2874876837_80d178ba9b.jpg,Um menino pulando em um trampolim. | Um garoto pulando em um trampolim. | Um garoto pula em um trampolim. | Um garotinho em uma camiseta branca de mangas compridas pula em um trampolim. | O garoto pula em trampolim do lado de fora da casa.,Um menino está pulando em um trampolim.
3365602213_dd3287a633.jpg,Uma criança está subindo em um percurso de corda. | Uma garotinha escalando um aparelho de cordas. | Uma jovem escalando uma escada de corda | Crianças escalam uma academia na selva. | Menina e menino cruzam uma ponte de corda,Uma criança está escalando uma parede de pedra.
2259203920_6b93b721ce.jpg,Um Terrier Fox pula após uma bola. | Um cachorro pequeno em uma trela pula em direção a uma bola rosa | Um terrier perseguindo uma bola vermelha. | Um cachorro branco e marrom pula em direção a uma bola vermelha. | Pequeno cachorro branco usando uma trela pulando após uma bola vermelha.,Um cachorro branco e marrom está perseguindo uma bola vermelha.
3242263536_a436f19257.jpg,Um homem em rolos está fazendo um truque. | Um homem andando de skate em um meio cano no escuro. | Um rollerskater faz truques em meio tubo. | Um skatista executa um truque em uma rampa. | Há um cara vestindo uma camisa listrada cinza e branca e uma calça preta de skate na superfície preta.,Um skatista faz um truque em uma rampa.
2630507245_bea4804288.jpg,Um galgo de corrida rápida durante uma corrida. | Um cão de galgo está passando por uma virada em uma pista lamacenta. | Racing Greyhound Dog usando o número 8. | O cachorro com o número de corrida está no meio do salto | O galgo de corrida está correndo na pista de corrida.,Um galgo em uma corrida.
294549892_babb130543.jpg,"2 pessoas com chapéus brancos olhando para a montanha | Um grupo de pessoas sentou -se no topo de um penhasco e olha para o lado. | Três caminhantes estão sentados na encosta da montanha, olhando para a vista, um usando um par de binóculos. | Três homens sentados em uma colina olhando para as montanhas e o céu. | Três pessoas se sentam e olham para as montanhas.",Uma mulher está olhando para as montanhas.
2300920203_f29260b1db.jpg,Um cachorro loiro brincando com um brinquedo de cachorro colorido. | Um cachorro fofo olhando para um brinquedo de mastigar amarelo. | Um cachorro fofo brinca com um pequeno brinquedo em uma sala de estar. | Um cachorro bronzeado fofo jogando um brinquedo colorido. | Um cachorro branco desgrenhado brinca com um brinquedo colorido de mastigar.,Um cachorro branco brinca com um brinquedo de mastigar.
3042405316_ba3a01926b.jpg,Uma garota de suéter azul com um padrão branco está pulando em uma pilha de folhas. | Uma garota de suéter mergulhando em uma pilha de folhas. | Uma garota está pulando em uma pilha de folhas | Uma garota está pulando em uma pilha de folhas. | Uma jovem está mergulhando em uma pilha de folhas marrons no quintal.,Uma criança está pulando em uma pilha de folhas.
3295671644_0e10891b6d.jpg,Um cachorro preto e branco olhando para a câmera. | Um cão de raça em miniatura está correndo em um campo de palha espalhado. | Um cachorro pequeno está de pé em um campo. | Cachorro em pé com 1 pé em um grande campo. | O cachorrinho com orelhas grandes está no campo.,Um cachorro preto e branco está correndo em um campo.
2127207912_9298824e66.jpg,"As duas pessoas estão de pé em uma pedra, segurando -se contra outra pedra, enquanto olham para baixo | Três pessoas atravessam o terreno rochoso. | Três pessoas participam de escalada. | Duas caminhantes penduram uma pedra na frente deles enquanto olham para baixo em uma fenda profunda. | Duas pessoas vestindo mochilas e uma mulher em shorts vermelhos estão em pé em algumas grandes formações rochosas.",Um homem sobe uma pedra.
484896012_7787d04f41.jpg,Um garoto chuta uma bola de futebol no alto. | Um menino em um campo verde brilhante chutou uma bola de futebol muito alta no ar. | Um menino pequeno usando chutes vermelhos uma bola de futebol acima da grama. | um garoto brincando com uma bola de futebol em um campo | O garoto chuta uma bola de futebol vermelho e branco em um campo gramado,Uma criança está brincando com uma bola de futebol em um campo gramado.
2399114095_c3196ff456.jpg,Dois cães pretos e brancos brigando na neve | Dois cães carregando os dentes um no outro na neve. | Dois cães brigam na neve. | Dois cães com a mesma cor parecem se morder na cara. | Dois cães marrons peludos estão brigando na neve branca profunda.,Dois cães brincam na neve.
241345811_46b5f157d4.jpg,"Um treinador fala com um jogador de futebol durante um tempo limite. | Um treinador de futebol fala com um jogador. | Um jogador de futebol em vermelho e branco está conversando com um treinador. | CONTROMENTO COMPREGA COM JOGADOR DE FUTEBOL, Outros jogadores e multidão em segundo plano. | Há um jogador de futebol em uma camisa vermelha em campo conversando com seu treinador.",Um jogador de futebol está tentando pegar a bola.
2394824046_51cec8e5e7.jpg,Um budista adora Buda. | Um homem está sentado em frente a um monumento budista. | Um homem fica na frente de uma estátua. | Uma pessoa ora em um santuário. | Monge orando antes da estátua de Buda.,Um homem e uma mulher posam para uma foto em frente a uma loja.
3257103624_e76f25ff9e.jpg,"Um homem em engrenagem escura e um homem de equipamento claro percorreram águas profundas. | Dois homens estão correndo na água. | Dois homens, um em uma panela azul, ficam em água até o tronco. | Dois homens, caminhando na cintura profundamente em água, com um homem sem camisa com cabelos verdes e braços rosa brilhante. | Dois homens andam pela água.",Um homem vestindo um colete salva -vidas azul e um colete salva -vidas na água.
3273489163_8209545810.jpg,Um grupo fica em ladrilhos quadriculados bronzeados. | Muitas pessoas ficam lendo. | As pessoas estão de pé em uma plataforma ferroviária lendo jornais. | As pessoas estão lendo papéis enquanto esperam por um metrô. | Pessoas esperando o trem em plataforma de azulejos.,Um grupo de pessoas está sentado em um sofá.
2266142543_b2de18c081.jpg,Um homem de camiseta preta olhando para baixo enquanto segura uma bebida. | Um homem de preto com óculos olha para uma bebida. | Um homem vestindo um boné preto e óculos está olhando para um objeto na mão. | Um homem com um boné de beisebol para trás está segurando uma xícara | Um homem com copos de aro preto dormindo com uma bebida na mão,Um homem vestindo um chapéu preto está segurando uma bebida na mão.
469617651_278e586e46.jpg,"Algumas pessoas sentam -se em cadeiras em uma sala de espera iluminada à luz do sol. | Uma linha de cadeiras brancas dobrou e algumas pessoas indescritas sentadas ao fundo. | As pessoas esperam em cadeiras, uma pessoa tem o sapato. | Foto de um interior de um lugar com cadeiras e pessoas sentadas nelas. | Algumas pessoas estão sentadas em assentos sob um dossel de vidro emoldurado branco.",Uma pessoa está sentada em um banco de madeira.
1193116658_c0161c35b5.jpg,Uma garota monta um uniciclo enquanto outra monta uma scooter ao lado dela. | Uma menina monta um uniciclo com uma criança que monta uma scooter. | Uma jovem anda de uniciclo ao lado de outra montando uma scooter em uma rua movimentada. | A garota do uniciclo procura a criança na scooter. | Há uma garota em um uniciclo e uma criança em uma scooter.,Uma garota está andando de bicicleta em uma rua da cidade.
3150252702_828a570d46.jpg,Uma pessoa que monta um snowboard passa por uma rampa nevada. | Um snowboarder voa de um grande salto. | Um snowboarder voa pelo ar depois de deixar uma grande rampa de neve. | pessoa em snowboard no ar | O snowboarder pula no ar em seu tabuleiro.,Um snowboarder pula de uma rampa de neve.
2864340145_d28b842faf.jpg,Um cachorro preto na água. | Um cachorro preto está andando pela água. | Um cachorro preto andando pela água. | Um cachorro preto caminha pela água. | Um cachorro escuro está em um corpo de água.,Um cachorro preto está nadando na água com um graveto na boca.
3447007090_08d997833a.jpg,Um grupo de pessoas atravessa a rua com baldes e postes. | Um grupo de sete meninas e meninos asiáticos está esperando para atravessar uma rua. | Um grupo de adolescentes espera para atravessar a rua. | Um grupo de jovens adultos está em uma rua em frente a uma parede de tijolos com um portão alto de madeira. | Grupo de jovens adultos com baldes e imersão molhada na rua.,Um grupo de pessoas se reúne em uma rua da cidade.
3342309960_c694b2cce9.jpg,Um homem de peito nu lança seu skate em uma rampa. | Um skatista tenta um truque sem camisa. | Um skatista fazendo um truque em um corrimão. | Um skatista tritura o trilho. | A adolescente faz truques no skate enquanto monta o trilho.,Um skatista faz um truque em um skate.
3350785999_462f333c44.jpg,Uma multidão de mulheres e crianças olhando para o fotógrafo. | Um grupo de mulheres africanas e crianças vestindo roupas de cores vivas. | Um grupo de pessoas vestidas coloridas está sentado em um mercado. | Numerosos afro -americanos vestindo vários tipos de roupas. | Pessoas de uma vila africana estão sentadas no chão.,Um grupo de pessoas se reúne em torno de uma multidão.
518251319_40e031e818.jpg,"Um homem barbudo está de pé por um carrinho de compras segurando uma placa de papelão. | Um cara segurando uma placa, com um carrinho de compras. | Um sem -teto segurando uma placa escrita em papelão | Um homem detém uma placa em busca de dinheiro. | Homeless Man implorando por dinheiro usando sinal humorístico.",Um homem segurando um sinal de Obama.
2427558437_3e839056d7.jpg,Um cachorro grande e um cachorrinho ficam perto do outro perto da água. | Um cachorro marrom grande e um pequeno cachorro marrom estão parecidos um ao outro ao lado de um corpo de água. | Os dois cães estão passando um pelo outro em uma praia | Dois cães marrons juntos em pé na margem de um lago. | Dois cães se passam perto de um pouco de água.,Dois cães brincando na praia.
2574230252_f5a1382dd4.jpg,Um cachorro preto espirra através da água esverdeada. | Um cachorro preto andando pela água espirrando em um riacho rochoso. | Um cachorro marrom caminha por um riacho raso. | Um cachorro esverdeado atravessa a água por várias rochas grandes. | O cachorro caminha nas águas rasas.,Um cachorro atravessa a água.
909191414_1cf5d85821.jpg,Um menino está pulando sobre um cano de mangueira azul enquanto uma garotinha observa. | Um menino está pulando enquanto sua irmã brinca em torno de uma mangueira. | Um garoto pulando na frente de uma jovem e uma casa. | As crianças estão brincando dentro e ao redor de um tubo de jardim no quintal da frente de uma casa. | Duas crianças brincando acima de uma mangueira de água azul.,Uma criança está brincando em um quintal.
3477712686_8428614c75.jpg,Dois meninos lutando na areia enquanto um homem olha | Duas crianças lutam como um homem observa | Dois garotinhos escovam a sujeira um do outro enquanto um homem observa. | Dois meninos lutam na areia enquanto um homem assiste. | Dois meninos lutando enquanto um homem adulto olha.,Dois homens estão jogando basquete em um parque.
2325816912_b3bb41cdbb.jpg,Um cachorro preto correndo pela neve. | Um cachorro preto atravessa a neve. | Um cachorro preto usando uma gola azul está correndo pela neve. | Um cachorro preto com uma gola azul está correndo na neve. | O cachorro preto tem uma gola azul.,Um cachorro preto está correndo pela neve.
3106857210_07a92577fc.jpg,Uma garota de camisa amarela caminha com as mãos no bolso em uma ponte. | Uma mulher de camisa amarela anda por uma rua ensolarada. | Uma mulher de camiseta amarela e óculos de sol caminha por uma calçada. | Uma mulher do lado de fora em uma rua vestindo uma camisa amarela e óculos de sol. | Uma jovem mulher loira vestindo uma camisa amarela andando por uma calçada.,Uma mulher vestindo uma camisa amarela está andando por uma rua movimentada.
2695961935_a2a6338f26.jpg,Um cachorro preto e branco pula sobre um obstáculo. | Um cachorro pulando sobre postes de salto em altura no show. | Um cachorro pula sobre um obstáculo lá fora. | Um cachorro pequeno pula sobre um portão listrado. | Um cachorro pequeno salta uma barreira.,Um cachorro pula sobre um obstáculo.
3703413486_3c682732a0.jpg,"Um garoto coloca um fantoche de aligador em uma janela de van de campista. | Dois meninos olhando pela janela de um trailer. | Dois meninos olham pela janela de um trailer, enquanto um segura um brinquedo de pelúcia. | Duas crianças espiam pela janela de um trailer com uma cobra de estimação. | Dois meninos se inclinam pela janela de um trailer branco com sua cobra de brinquedo de pelúcia.",Um homem e uma mulher estão sentados em um ônibus.
1835511273_790eaae6e6.jpg,Um homem vestido com uma roupa vermelha. | Um homem de terno vermelho e uma máscara vermelha fica ao lado de outro homem fantasiado. | Um homem vestindo uma fantasia vermelha fica perto de outros. | O cara está usando uma roupa vermelha e preta com uma máscara combinando. | O homem está usando uma roupa vermelha e a máscara vermelha fica na frente de outro homem em camuflagem urbana.,Um homem vestindo uma camisa vermelha e uma jaqueta vermelha fica na frente de uma multidão.
271177682_48da79ab33.jpg,Um carro espirra através da lama e folhas no chão da floresta. | Um carro de tração nas quatro rodas está jogando poças em uma trilha fora de estrada. | Uma grande van atravessa uma estrada do Counry no outono. | Grande SUV dirigindo por uma grande poça na floresta. | SUV espirrando água lamacenta em uma floresta.,Um carro de tração nas quatro rodas na floresta.
3726130458_07df79e969.jpg,Um jogador de beisebol se esquiva de uma bola com o bastão no ar. | Um jogador de beisebol em um uniforme branco está caminhando para a base enquanto uma multidão de pessoas assiste das arquibancadas. | Um jogador de beisebol perto de placas em casa. | Um jogador de beisebol levanta o bastão acima de sua cabeça. | Um jogador de beisebol corre para pegar a bola.,Um jogador de beisebol se prepara para chutar a bola.
297285273_688e44c014.jpg,Crianças brincando nas pedras com um barco a vapor ao fundo. | As crianças brincam em pedras que revestem a costa de um local com uma balsa próxima. | Três crianças estão brincando na costa com uma balsa ancorada ao fundo. | Três crianças explorando a costa rochosa perto de um barco rio. | Três crianças brincando em pedras perto de um lago,Um homem e uma mulher sentam -se em um banco perto de um rio.
3532782283_341f0381a3.jpg,Três pessoas estão de frente para as montanhas. | Três pessoas olhando para as montanhas. | Três pessoas estão olhando na direção de algumas montanhas. | Três pessoas assistindo as nuvens nas montanhas. | Três jovens adultos olham para a tempestade que se aproximava.,Duas pessoas estão olhando para as montanhas.
3724150944_fc62e8d5e0.jpg,Um grupo de meninos em equipes adversárias está jogando futebol. | Crianças jogando futebol perto da rede de gols. | Quatro meninos jogando futebol. | Quatro crianças correm ao longo de um campo gramado jogando futebol. | O garoto de camisa vermelha está chutando uma bola de futebol.,Dois meninos jogando futebol em um campo.
207930963_af3a2f1784.jpg,"Um grupo de pessoas em equipamentos de proteção. | Um homem olhando para baixo vestindo roupas de corrida com uma motocicleta à direita. | Um homem fica do lado de fora. | Um homem vestindo roupas de bicicleta suja, com um logotipo em close-up. | Uma pessoa em equipamento de bicicleta em pé com montanhas ao fundo.",Um homem em uma bicicleta BM ⁇ .
2441354291_b32e00e5a6.jpg,Uma criança em sapatos verdes está espirrando em uma poça. | Uma criança está andando por uma poça usando sandálias verdes | uma criança pequena vestindo botas verdes brincando em uma poça de lama | A criança está correndo através de uma poça em uma rua. | O menino está pulando em uma poça na rua.,Uma criança está brincando em uma poça de lama.
3675825945_96b2916959.jpg,Um homem em skate em uma piscina vazia. | Um homem monta um skate na lateral de uma piscina vazia. | Um skatista vestido de branco está caindo em uma tigela azul. | Um skatista pendurado na borda de uma tigela em um parque de skate. | Um skatista em uma piscina vazia.,Um skatista faz um truque em uma rampa.
3274691778_94bb57bba3.jpg,"Uma banda tocando em uma área interna escura. | Uma banda de três pessoas se apresenta em um pequeno palco. | Banda ao vivo na cabana subterrânea | As silhuetas de um homem à esquerda, uma mulher de braços no meio e mulher à direita. | Três pessoas estão em uma sala mal iluminada com paredes douradas decoradas com ovais vermelhos e letras pretas.",Um grupo de pessoas está em frente a uma loja.
1432179046_8e3d75cf81.jpg,Um homem à distância está apontando para um sedan de prata perto dele. | Um homem está jogando tênis consigo mesmo contra uma grande parede em um estacionamento. | Um homem caminha em direção a um carro em um estacionamento. | O homem fica do lado de fora contra a parede com a raquete de tênis no escuro. | O homem está jogando tênis contra o prédio.,Um homem está andando ao longo de uma parede de tijolos.
109738916_236dc456ac.jpg,"As pessoas estão andando de snowmobiles. | As pessoas posam com capacetes e óculos de óculos enquanto andavam de snowmobiles. | Várias pessoas estão fazendo uma pausa durante um passeio de neve. | Três pessoas e dois motos de neve. | Dois homens com capacete sentam -se em motos de neve amarelos, enquanto outro homem fica atrás de assistir.",Um grupo de pessoas está andando pela neve.
1321949151_77b77b4617.jpg,"Um menino e uma garotinha estão deitados em um banco preto cercado por adultos. | Pessoas em um museu parado em bancos com dois filhos deitados e uma pessoa sentada. | Duas crianças e alguns adultos estão sentados em uma fileira de sofás pretos. | Duas crianças estão em bancos inchados em um museu, enquanto quatro adultos olham. | Duas crianças cansadas descansam em sofás em um museu de arte, enquanto os adultos ao seu redor vêem a arte.",Um homem e uma mulher sentam -se em um banco do lado de fora de um prédio.
2773011586_6f4cd41e84.jpg,As pessoas estão andando em um passeio em um parque temático ou carnaval. | Os ciclistas no passeio de madeira jogam os braços no ar no prazer enquanto se preparam para a descida aquosa. | Duas pessoas estão descendo uma calha em um parque temático. | Duas pessoas levantam os braços em uma montanha -russa | Registro de água Diversão Park Ride com pessoas nele à noite.,Um grupo de pessoas está no ar em um parque de diversões.
2894576909_99c85fd7a7.jpg,Um caiaque bate contra a força da onda. | uma pessoa solitária em um barco vermelho em um rio selvagem com apenas um padel | Um homem pilota um caiaque através de corredeiras ásperas. | Uma pessoa rio River. | Essa pessoa em um caiaque vermelho enfrenta um desafio nas corredeiras.,Um homem em uma roupa de mergulho preta está surfando em uma onda.
3073579130_7c95d16a7f.jpg,"Um homem usa uma bandana vermelha | Um homem com uma cobertura de cabeça. | Um homem vestindo um lenço árabe, com outro homem ao fundo. | Um homem branco em um turbante. | Homem com pêlos faciais usando lenço na cabeça do estilo palestino vermelho e branco.",Um homem vestindo um chapéu de cowboy e uma jaqueta de couro fica na frente de uma multidão de pessoas.
2203449950_e51d0f9065.jpg,"Uma garota de vestido rosa com babados, dançando na grama. | Uma criança em um vestido rosa caminha pela grama. | Uma jovem menina vestida com um vestido de fantasia de princesa | Uma jovem menina vestida com uma fantasia de princesa lá fora. | A jovem de pé na grama está usando um vestido rosa.",Uma jovem menina em um vestido rosa está segurando uma raquete de tênis.
3583903436_028b06c489.jpg,Um garoto está brincando em um balanço verde em frente a um celeiro de madeira. | Um garoto balança em um balanço verde do lado de fora de uma velha estrutura de madeira. | Um garoto em um balanço verde atravessa o ar perto de um celeiro. | Um garoto gira ao lado de um velho prédio de madeira. | O garoto balança ao lado do celeiro.,Um menino de camisa verde está segurando uma bola de futebol.
2496236371_61dec88113.jpg,Um homem em uma motocicleta faz um rodas na pista. | Um homem em um foguete vermelho. | Um motociclista fazendo um rodas. | Alguém de uniforme vermelho e branco está dirigindo uma motocicleta vermelha e branca em uma pista com a roda dianteira no ar. | A motocicleta vermelha puxa um rodas na pista.,Uma pessoa em uma motocicleta vermelha em uma pista de corrida.
3514179514_cbc3371b92.jpg,"Um jogador de beisebol tenta pegar uma bola enquanto outro corre em direção à base. | Um jogador de beisebol pega a bola enquanto a massa chega à base. | Uma base tenta pegar uma bola enquanto um corredor tenta fazer a base em um jogo da comunidade. | Um árbitro em um jogo de beisebol se agacha para pegar uma bola, enquanto um membro adversário da equipe corre para o Homebase. | Duas crianças estão jogando beisebol",Um jogador de beisebol se prepara para jogar a bola.
3319489465_c65c91e4f2.jpg,Uma vaqueira enruge um barril andando de cavalo. | Uma mulher de camisa rosa usa um cavalo em um rodeio. | Uma mulher vestindo um chapéu de cowboy e uma camisa rosa está livrando um cavalo em uma competição. | Alguém em uma camisa rosa está montando um cavalo marrom em um rodeio. | O cavalo marrom fica ao lado de um barril vermelho no rodeio.,Um cavalo e um cavaleiro estão montando um rodeio em um rodeio.
2477623312_58e8e8c8af.jpg,Uma criança em equipamento de inverno está posando enquanto uma multidão de pessoas senta e fica atrás dela. | Uma jovem dançando. | Uma jovem menina fica em uma perna. | Close -up de garotinha dançando | A menina de cabelos loiros em um moletom cinza dança em um parque com pessoas sentadas atrás dela.,Uma criança está brincando em um balanço.
2500354186_0836309cc9.jpg,Um garoto caminha por um quintal rochoso empoeirado com um pneu de bicicleta no ombro. | Uma criança pequena está carregando um arco grande. | Uma criança pequena está segurando um pneu por cima do ombro. | Um garoto muito pequeno carrega um pneu de bicicleta no ombro. | Um garoto está carregando borracha de pneus por uma estrada suja.,Um garoto está andando de bicicleta em um parque de skate.
33108590_d685bfe51c.jpg,Um jovem casal inspeciona mercadorias de um vendedor de rua. | As pessoas estão se reunindo em torno de uma mesa de comida e fora de um táxi. | Três pessoas preparam uma mesa cheia de comida com um carro da polícia ao fundo. | Duas pessoas olham para um vendedor de rua. | Duas mulheres e um homem em um balcão de comida em luzes fracas.,Um homem e uma mulher posam para uma foto.
3429142249_d09a32e291.jpg,Um alpinista pendurado em uma picareta de gelo na lateral de uma cachoeira congelada. | Um alpinista com um chapéu azul está escalando um penhasco gelado. | Um homem repele uma montanha nevada. | Um alpinista escala uma parede gelada. | O alpinista está usando uma jaqueta vermelha enquanto ele sobe o gelo.,Um homem vestindo uma jaqueta azul está subindo uma montanha nevada.
359837950_9e22ffe6c2.jpg,Um cachorro preto está atravessando uma paisagem rochosa. | Um cachorro preto está funcionando com o Gover Rocky Ground sob um céu azul nublado. | Um cachorro preto caminhando ao longo de um terreno rochoso. | Um cachorro preto caminha por uma paisagem rochosa e gramada sob um céu azul e nublado. | Um cachorro em terrenos rochosos,Um cachorro preto e branco está subindo uma montanha coberta de neve.
2781296531_f6f0f6c0f5.jpg,Um garoto é jogado no rosto por um brinquedo de playground em um parque aquático. | Um garoto em um parque aquático sendo pulverizado no rosto por uma torneira decorada para parecer um cavalo -marinho. | Um garoto está se divertindo no rosto por um brinquedo de água azul. | O garoto está correndo pelos aspersores. | O menino está correndo pelos aspersores.,Uma garotinha está pulando em um trampolim.
3599442049_e448c7c9b2.jpg,"Um garoto socando com um spray de neve. | Um jovem magro nas montanhas, jogando neve. | Um menino sem camisa dá um soco neve. | Um jovem sem camisa dá um soco na neve como se estivesse vendendo perfume. | Um garoto brinca na neve sem camisa.",Uma criança está brincando na neve.
2232518012_8cb0bbc43b.jpg,um grupo de cães galgos em uma corrida deixando o portão | Greyhounds corre em uma pista. | Muitos cães correm pela pista. | Os cães estão prontos para correr e estão todos usando focinhos. | Os galgos de corrida quebraram do portão de partida.,Um grupo de pessoas está correndo em uma pista.
3376014640_ff5b00769f.jpg,"Um homem fica em uma prancha no oceano com um graveto na mão. | Um homem fica em uma prancha de surf, remando -a no oceano. | Um surfista usa um remo para sair no oceano. | O homem fica na prancha de surf com raquete no oceano. | O surfista passa por um companheiro de surfista enquanto está remando para o surf.",Duas crianças estão brincando na água.
2267682214_e1434d853b.jpg,Um cachorro marrom e desgrenhado tem um brinquedo de boneco de plástico na boca. | Um cachorro marrom peludo carrega seu brinquedo na boca lá fora. | Um cachorro desgrenhado brinca com um brinquedo. | Um cachorro desgrenhado com um brinquedo na boca. | Um cachorro pequeno com cabelo comprido segura um brinquedo de boneco de neve na boca.,Um cachorro com uma bola vermelha na boca.
